time,gFx,gFy,gFz
2022-10-12 16:58:14.2700,0.226,-0.793,-0.579,1.008
2022-10-12 16:58:14.2810,0.226,-0.793,-0.577,1.006
2022-10-12 16:58:14.2910,0.224,-0.794,-0.577,1.007
2022-10-12 16:58:14.3000,0.224,-0.794,-0.577,1.007
2022-10-12 16:58:14.3400,0.223,-0.794,-0.58,1.008
2022-10-12 16:58:14.3410,0.223,-0.794,-0.58,1.008
2022-10-12 16:58:14.3410,0.223,-0.794,-0.58,1.008
2022-10-12 16:58:14.3420,0.223,-0.794,-0.58,1.008
2022-10-12 16:58:14.3510,0.222,-0.794,-0.58,1.008
2022-10-12 16:58:14.3620,0.222,-0.794,-0.582,1.009
2022-10-12 16:58:14.3710,0.222,-0.793,-0.582,1.008
2022-10-12 16:58:14.3810,0.221,-0.793,-0.582,1.008
2022-10-12 16:58:14.3930,0.224,-0.791,-0.581,1.007
2022-10-12 16:58:14.4020,0.224,-0.793,-0.58,1.008
2022-10-12 16:58:14.4410,0.223,-0.793,-0.581,1.008
2022-10-12 16:58:14.4410,0.223,-0.793,-0.581,1.008
2022-10-12 16:58:14.4420,0.226,-0.794,-0.58,1.009
2022-10-12 16:58:14.4430,0.226,-0.794,-0.58,1.009
2022-10-12 16:58:14.4520,0.225,-0.795,-0.578,1.008
2022-10-12 16:58:14.4640,0.224,-0.796,-0.577,1.008
2022-10-12 16:58:14.4720,0.225,-0.796,-0.576,1.008
2022-10-12 16:58:14.4820,0.224,-0.797,-0.575,1.008
2022-10-12 16:58:14.4930,0.222,-0.797,-0.576,1.008
2022-10-12 16:58:14.5030,0.224,-0.795,-0.58,1.009
2022-10-12 16:58:14.5400,0.23,-0.793,-0.582,1.01
2022-10-12 16:58:14.5400,0.23,-0.793,-0.582,1.01
2022-10-12 16:58:14.5400,0.23,-0.793,-0.582,1.01
2022-10-12 16:58:14.5420,0.225,-0.79,-0.582,1.007
2022-10-12 16:58:14.5530,0.229,-0.791,-0.578,1.006
2022-10-12 16:58:14.5630,0.227,-0.792,-0.577,1.006
2022-10-12 16:58:14.5730,0.223,-0.791,-0.577,1.004
2022-10-12 16:58:14.5830,0.227,-0.794,-0.576,1.007
2022-10-12 16:58:14.5930,0.225,-0.792,-0.576,1.005
2022-10-12 16:58:14.6030,0.224,-0.792,-0.577,1.005
2022-10-12 16:58:14.6190,0.227,-0.793,-0.575,1.005
2022-10-12 16:58:14.6400,0.227,-0.794,-0.575,1.006
2022-10-12 16:58:14.6410,0.227,-0.794,-0.575,1.006
2022-10-12 16:58:14.6430,0.23,-0.793,-0.575,1.006
2022-10-12 16:58:14.6540,0.226,-0.793,-0.576,1.006
2022-10-12 16:58:14.6630,0.226,-0.791,-0.576,1.004
2022-10-12 16:58:14.6740,0.228,-0.79,-0.575,1.003
2022-10-12 16:58:14.6840,0.229,-0.792,-0.576,1.006
2022-10-12 16:58:14.6950,0.228,-0.794,-0.576,1.007
2022-10-12 16:58:14.7050,0.224,-0.798,-0.578,1.01
2022-10-12 16:58:14.7420,0.226,-0.794,-0.581,1.009
2022-10-12 16:58:14.7430,0.226,-0.794,-0.581,1.009
2022-10-12 16:58:14.7430,0.226,-0.794,-0.581,1.009
2022-10-12 16:58:14.7440,0.231,-0.792,-0.581,1.009
2022-10-12 16:58:14.7550,0.229,-0.79,-0.58,1.006
2022-10-12 16:58:14.7640,0.227,-0.794,-0.574,1.006
2022-10-12 16:58:14.7750,0.222,-0.796,-0.57,1.004
2022-10-12 16:58:14.7850,0.218,-0.798,-0.568,1.003
2022-10-12 16:58:14.7950,0.219,-0.8,-0.57,1.006
2022-10-12 16:58:14.8050,0.22,-0.803,-0.573,1.011
2022-10-12 16:58:14.8420,0.228,-0.792,-0.589,1.013
2022-10-12 16:58:14.8420,0.228,-0.792,-0.589,1.013
2022-10-12 16:58:14.8430,0.228,-0.792,-0.589,1.013
2022-10-12 16:58:14.8450,0.23,-0.786,-0.589,1.009
2022-10-12 16:58:14.8550,0.228,-0.784,-0.587,1.006
2022-10-12 16:58:14.8650,0.228,-0.783,-0.585,1.004
2022-10-12 16:58:14.8760,0.227,-0.783,-0.584,1.003
2022-10-12 16:58:14.8860,0.226,-0.783,-0.586,1.004
2022-10-12 16:58:14.8960,0.224,-0.785,-0.586,1.005
2022-10-12 16:58:14.9060,0.228,-0.787,-0.585,1.007
2022-10-12 16:58:14.9160,0.228,-0.789,-0.582,1.007
2022-10-12 16:58:14.9450,0.224,-0.793,-0.579,1.007
2022-10-12 16:58:14.9460,0.226,-0.795,-0.578,1.009
2022-10-12 16:58:14.9470,0.226,-0.795,-0.578,1.009
2022-10-12 16:58:14.9560,0.225,-0.795,-0.576,1.007
2022-10-12 16:58:14.9660,0.223,-0.795,-0.576,1.007
2022-10-12 16:58:14.9770,0.222,-0.796,-0.578,1.008
2022-10-12 16:58:14.9860,0.224,-0.798,-0.576,1.009
2022-10-12 16:58:14.9970,0.226,-0.8,-0.573,1.01
2022-10-12 16:58:15.0070,0.223,-0.801,-0.573,1.01
2022-10-12 16:58:15.0170,0.224,-0.799,-0.573,1.008
2022-10-12 16:58:15.0450,0.221,-0.798,-0.572,1.006
2022-10-12 16:58:15.0450,0.221,-0.798,-0.572,1.006
2022-10-12 16:58:15.0470,0.223,-0.8,-0.572,1.008
2022-10-12 16:58:15.0630,0.221,-0.804,-0.571,1.011
2022-10-12 16:58:15.0670,0.22,-0.805,-0.57,1.011
2022-10-12 16:58:15.0770,0.221,-0.806,-0.569,1.011
2022-10-12 16:58:15.0870,0.222,-0.804,-0.568,1.009
2022-10-12 16:58:15.0970,0.223,-0.803,-0.569,1.009
2022-10-12 16:58:15.1080,0.224,-0.802,-0.568,1.008
2022-10-12 16:58:15.1220,0.225,-0.801,-0.568,1.007
2022-10-12 16:58:15.1460,0.224,-0.8,-0.571,1.008
2022-10-12 16:58:15.1460,0.224,-0.8,-0.571,1.008
2022-10-12 16:58:15.1470,0.224,-0.796,-0.572,1.005
2022-10-12 16:58:15.1630,0.226,-0.794,-0.573,1.005
2022-10-12 16:58:15.1670,0.228,-0.794,-0.573,1.005
2022-10-12 16:58:15.1780,0.226,-0.794,-0.575,1.006
2022-10-12 16:58:15.1880,0.226,-0.795,-0.578,1.009
2022-10-12 16:58:15.1980,0.225,-0.793,-0.581,1.008
2022-10-12 16:58:15.2080,0.223,-0.793,-0.582,1.009
2022-10-12 16:58:15.2180,0.224,-0.791,-0.582,1.007
2022-10-12 16:58:15.2430,0.227,-0.787,-0.583,1.005
2022-10-12 16:58:15.2430,0.227,-0.787,-0.583,1.005
2022-10-12 16:58:15.2480,0.229,-0.787,-0.584,1.006
2022-10-12 16:58:15.2630,0.23,-0.788,-0.583,1.007
2022-10-12 16:58:15.2690,0.228,-0.789,-0.582,1.007
2022-10-12 16:58:15.2790,0.226,-0.79,-0.582,1.007
2022-10-12 16:58:15.2890,0.225,-0.79,-0.582,1.007
2022-10-12 16:58:15.2990,0.227,-0.789,-0.583,1.007
2022-10-12 16:58:15.3090,0.227,-0.79,-0.582,1.007
2022-10-12 16:58:15.3470,0.223,-0.795,-0.579,1.008
2022-10-12 16:58:15.3470,0.223,-0.795,-0.579,1.008
2022-10-12 16:58:15.3470,0.223,-0.795,-0.579,1.008
2022-10-12 16:58:15.3490,0.224,-0.795,-0.577,1.008
2022-10-12 16:58:15.3590,0.224,-0.797,-0.576,1.009
2022-10-12 16:58:15.3690,0.224,-0.797,-0.576,1.009
2022-10-12 16:58:15.3800,0.226,-0.795,-0.578,1.009
2022-10-12 16:58:15.3900,0.226,-0.794,-0.577,1.007
2022-10-12 16:58:15.4000,0.225,-0.792,-0.577,1.005
2022-10-12 16:58:15.4100,0.228,-0.792,-0.575,1.005
2022-10-12 16:58:15.4470,0.219,-0.798,-0.575,1.008
2022-10-12 16:58:15.4470,0.219,-0.798,-0.575,1.008
2022-10-12 16:58:15.4480,0.219,-0.798,-0.575,1.008
2022-10-12 16:58:15.4500,0.23,-0.799,-0.573,1.01
2022-10-12 16:58:15.4600,0.23,-0.801,-0.581,1.016
2022-10-12 16:58:15.4710,0.205,-0.801,-0.578,1.009
2022-10-12 16:58:15.4810,0.224,-0.8,-0.574,1.01
2022-10-12 16:58:15.4910,0.226,-0.792,-0.578,1.006
2022-10-12 16:58:15.5010,0.22,-0.791,-0.58,1.005
2022-10-12 16:58:15.5110,0.23,-0.792,-0.578,1.007
2022-10-12 16:58:15.5480,0.224,-0.797,-0.573,1.007
2022-10-12 16:58:15.5490,0.224,-0.797,-0.573,1.007
2022-10-12 16:58:15.5490,0.224,-0.797,-0.573,1.007
2022-10-12 16:58:15.5510,0.225,-0.796,-0.573,1.006
2022-10-12 16:58:15.5620,0.224,-0.799,-0.572,1.008
2022-10-12 16:58:15.5710,0.223,-0.799,-0.574,1.009
2022-10-12 16:58:15.5810,0.223,-0.797,-0.577,1.009
2022-10-12 16:58:15.5920,0.228,-0.795,-0.578,1.009
2022-10-12 16:58:15.6010,0.228,-0.792,-0.582,1.009
2022-10-12 16:58:15.6120,0.226,-0.792,-0.58,1.007
2022-10-12 16:58:15.6500,0.226,-0.788,-0.579,1.004
2022-10-12 16:58:15.6500,0.226,-0.788,-0.579,1.004
2022-10-12 16:58:15.6500,0.226,-0.788,-0.579,1.004
2022-10-12 16:58:15.6520,0.224,-0.792,-0.576,1.005
2022-10-12 16:58:15.6630,0.225,-0.794,-0.576,1.006
2022-10-12 16:58:15.6720,0.223,-0.795,-0.575,1.006
2022-10-12 16:58:15.6820,0.223,-0.799,-0.576,1.01
2022-10-12 16:58:15.6920,0.223,-0.801,-0.574,1.01
2022-10-12 16:58:15.7020,0.225,-0.801,-0.572,1.01
2022-10-12 16:58:15.7130,0.223,-0.801,-0.569,1.008
2022-10-12 16:58:15.7500,0.223,-0.8,-0.572,1.008
2022-10-12 16:58:15.7500,0.223,-0.8,-0.572,1.008
2022-10-12 16:58:15.7500,0.223,-0.8,-0.572,1.008
2022-10-12 16:58:15.7520,0.223,-0.799,-0.57,1.006
2022-10-12 16:58:15.7630,0.222,-0.799,-0.571,1.007
2022-10-12 16:58:15.7720,0.224,-0.8,-0.569,1.007
2022-10-12 16:58:15.7830,0.225,-0.8,-0.568,1.007
2022-10-12 16:58:15.7930,0.221,-0.802,-0.568,1.007
2022-10-12 16:58:15.8030,0.219,-0.803,-0.57,1.009
2022-10-12 16:58:15.8130,0.219,-0.804,-0.568,1.008
2022-10-12 16:58:15.8270,0.221,-0.805,-0.569,1.01
2022-10-12 16:58:15.8520,0.221,-0.799,-0.577,1.01
2022-10-12 16:58:15.8530,0.226,-0.796,-0.579,1.01
2022-10-12 16:58:15.8540,0.226,-0.796,-0.579,1.01
2022-10-12 16:58:15.8640,0.229,-0.791,-0.583,1.009
2022-10-12 16:58:15.8740,0.231,-0.786,-0.586,1.007
2022-10-12 16:58:15.8840,0.229,-0.782,-0.589,1.005
2022-10-12 16:58:15.8940,0.226,-0.781,-0.586,1.002
2022-10-12 16:58:15.9040,0.228,-0.782,-0.583,1.002
2022-10-12 16:58:15.9140,0.229,-0.785,-0.582,1.004
2022-10-12 16:58:15.9240,0.226,-0.791,-0.582,1.008
2022-10-12 16:58:15.9550,0.225,-0.797,-0.58,1.011
2022-10-12 16:58:15.9550,0.225,-0.797,-0.58,1.011
2022-10-12 16:58:15.9550,0.225,-0.797,-0.58,1.011
2022-10-12 16:58:15.9640,0.225,-0.796,-0.577,1.009
2022-10-12 16:58:15.9740,0.226,-0.793,-0.576,1.006
2022-10-12 16:58:15.9840,0.226,-0.794,-0.575,1.006
2022-10-12 16:58:15.9960,0.225,-0.798,-0.574,1.008
2022-10-12 16:58:16.0050,0.223,-0.801,-0.573,1.01
2022-10-12 16:58:16.0150,0.222,-0.802,-0.572,1.01
2022-10-12 16:58:16.0530,0.226,-0.797,-0.57,1.006
2022-10-12 16:58:16.0540,0.226,-0.797,-0.57,1.006
2022-10-12 16:58:16.0540,0.226,-0.797,-0.57,1.006
2022-10-12 16:58:16.0550,0.228,-0.796,-0.575,1.008
2022-10-12 16:58:16.0650,0.227,-0.796,-0.577,1.009
2022-10-12 16:58:16.0750,0.223,-0.796,-0.579,1.009
2022-10-12 16:58:16.0850,0.223,-0.796,-0.577,1.008
2022-10-12 16:58:16.0960,0.222,-0.795,-0.575,1.006
2022-10-12 16:58:16.1060,0.222,-0.796,-0.574,1.006
2022-10-12 16:58:16.1160,0.222,-0.798,-0.575,1.008
2022-10-12 16:58:16.1520,0.224,-0.8,-0.573,1.009
2022-10-12 16:58:16.1520,0.224,-0.8,-0.573,1.009
2022-10-12 16:58:16.1520,0.224,-0.8,-0.573,1.009
2022-10-12 16:58:16.1560,0.223,-0.798,-0.57,1.006
2022-10-12 16:58:16.1660,0.224,-0.798,-0.569,1.005
2022-10-12 16:58:16.1760,0.225,-0.798,-0.569,1.006
2022-10-12 16:58:16.1860,0.224,-0.799,-0.57,1.007
2022-10-12 16:58:16.1960,0.224,-0.801,-0.57,1.008
2022-10-12 16:58:16.2060,0.224,-0.802,-0.571,1.01
2022-10-12 16:58:16.2170,0.222,-0.801,-0.571,1.008
2022-10-12 16:58:16.2320,0.221,-0.802,-0.572,1.01
2022-10-12 16:58:16.2560,0.223,-0.796,-0.576,1.008
2022-10-12 16:58:16.2560,0.223,-0.796,-0.576,1.008
2022-10-12 16:58:16.2570,0.223,-0.796,-0.576,1.008
2022-10-12 16:58:16.2670,0.225,-0.793,-0.577,1.006
2022-10-12 16:58:16.2770,0.226,-0.792,-0.578,1.006
2022-10-12 16:58:16.2870,0.226,-0.793,-0.577,1.006
2022-10-12 16:58:16.2990,0.224,-0.794,-0.578,1.007
2022-10-12 16:58:16.3070,0.224,-0.794,-0.578,1.007
2022-10-12 16:58:16.3180,0.225,-0.795,-0.579,1.009
2022-10-12 16:58:16.3520,0.224,-0.795,-0.576,1.007
2022-10-12 16:58:16.3520,0.224,-0.795,-0.576,1.007
2022-10-12 16:58:16.3530,0.224,-0.795,-0.576,1.007
2022-10-12 16:58:16.3570,0.224,-0.794,-0.576,1.006
2022-10-12 16:58:16.3670,0.223,-0.793,-0.575,1.005
2022-10-12 16:58:16.3780,0.227,-0.795,-0.576,1.008
2022-10-12 16:58:16.3880,0.227,-0.796,-0.575,1.008
2022-10-12 16:58:16.3980,0.224,-0.796,-0.577,1.008
2022-10-12 16:58:16.4080,0.224,-0.799,-0.575,1.01
2022-10-12 16:58:16.4180,0.223,-0.8,-0.572,1.008
2022-10-12 16:58:16.4560,0.226,-0.797,-0.576,1.009
2022-10-12 16:58:16.4570,0.226,-0.797,-0.576,1.009
2022-10-12 16:58:16.4570,0.226,-0.797,-0.576,1.009
2022-10-12 16:58:16.4580,0.225,-0.795,-0.575,1.007
2022-10-12 16:58:16.4680,0.224,-0.795,-0.574,1.006
2022-10-12 16:58:16.4780,0.224,-0.797,-0.573,1.007
2022-10-12 16:58:16.4890,0.223,-0.797,-0.572,1.006
2022-10-12 16:58:16.4990,0.223,-0.797,-0.573,1.007
2022-10-12 16:58:16.5090,0.223,-0.799,-0.572,1.008
2022-10-12 16:58:16.5190,0.223,-0.801,-0.573,1.01
2022-10-12 16:58:16.5570,0.224,-0.797,-0.574,1.007
2022-10-12 16:58:16.5570,0.224,-0.797,-0.574,1.007
2022-10-12 16:58:16.5570,0.224,-0.797,-0.574,1.007
2022-10-12 16:58:16.5590,0.226,-0.797,-0.573,1.007
2022-10-12 16:58:16.5690,0.224,-0.796,-0.573,1.006
2022-10-12 16:58:16.5790,0.225,-0.798,-0.572,1.007
2022-10-12 16:58:16.5890,0.224,-0.8,-0.57,1.008
2022-10-12 16:58:16.6000,0.222,-0.801,-0.568,1.007
2022-10-12 16:58:16.6090,0.222,-0.801,-0.57,1.008
2022-10-12 16:58:16.6200,0.223,-0.801,-0.571,1.009
2022-10-12 16:58:16.6330,0.222,-0.801,-0.572,1.009
2022-10-12 16:58:16.6590,0.224,-0.796,-0.575,1.007
2022-10-12 16:58:16.6600,0.224,-0.796,-0.575,1.007
2022-10-12 16:58:16.6600,0.224,-0.796,-0.575,1.007
2022-10-12 16:58:16.6700,0.224,-0.793,-0.575,1.005
2022-10-12 16:58:16.6810,0.225,-0.793,-0.574,1.004
2022-10-12 16:58:16.6900,0.226,-0.794,-0.573,1.005
2022-10-12 16:58:16.7000,0.227,-0.796,-0.573,1.007
2022-10-12 16:58:16.7110,0.226,-0.798,-0.574,1.009
2022-10-12 16:58:16.7200,0.224,-0.799,-0.574,1.009
2022-10-12 16:58:16.7610,0.223,-0.796,-0.579,1.009
2022-10-12 16:58:16.7610,0.223,-0.796,-0.579,1.009
2022-10-12 16:58:16.7610,0.223,-0.796,-0.579,1.009
2022-10-12 16:58:16.7620,0.223,-0.796,-0.579,1.009
2022-10-12 16:58:16.7710,0.223,-0.795,-0.58,1.009
2022-10-12 16:58:16.7810,0.223,-0.796,-0.578,1.009
2022-10-12 16:58:16.7910,0.223,-0.794,-0.576,1.006
2022-10-12 16:58:16.8010,0.226,-0.795,-0.574,1.006
2022-10-12 16:58:16.8120,0.227,-0.795,-0.574,1.006
2022-10-12 16:58:16.8210,0.227,-0.794,-0.573,1.005
2022-10-12 16:58:16.8600,0.225,-0.796,-0.574,1.007
2022-10-12 16:58:16.8610,0.225,-0.796,-0.574,1.007
2022-10-12 16:58:16.8610,0.225,-0.796,-0.574,1.007
2022-10-12 16:58:16.8620,0.224,-0.794,-0.575,1.006
2022-10-12 16:58:16.8710,0.225,-0.794,-0.576,1.006
2022-10-12 16:58:16.8820,0.226,-0.794,-0.577,1.007
2022-10-12 16:58:16.8920,0.225,-0.796,-0.577,1.009
2022-10-12 16:58:16.9020,0.222,-0.798,-0.577,1.009
2022-10-12 16:58:16.9120,0.221,-0.799,-0.575,1.009
2022-10-12 16:58:16.9220,0.222,-0.799,-0.573,1.008
2022-10-12 16:58:16.9570,0.224,-0.797,-0.575,1.008
2022-10-12 16:58:16.9570,0.224,-0.797,-0.575,1.008
2022-10-12 16:58:16.9580,0.224,-0.797,-0.575,1.008
2022-10-12 16:58:16.9620,0.224,-0.796,-0.576,1.008
2022-10-12 16:58:16.9720,0.226,-0.795,-0.577,1.008
2022-10-12 16:58:16.9820,0.224,-0.795,-0.576,1.007
2022-10-12 16:58:16.9930,0.224,-0.795,-0.577,1.008
2022-10-12 16:58:17.0030,0.225,-0.798,-0.576,1.01
2022-10-12 16:58:17.0130,0.224,-0.798,-0.576,1.009
2022-10-12 16:58:17.0230,0.223,-0.799,-0.574,1.009
2022-10-12 16:58:17.0610,0.225,-0.795,-0.573,1.005
2022-10-12 16:58:17.0610,0.225,-0.795,-0.573,1.005
2022-10-12 16:58:17.0620,0.225,-0.795,-0.573,1.005
2022-10-12 16:58:17.0630,0.225,-0.794,-0.575,1.006
2022-10-12 16:58:17.0730,0.225,-0.794,-0.577,1.007
2022-10-12 16:58:17.0830,0.226,-0.792,-0.579,1.007
2022-10-12 16:58:17.0930,0.226,-0.792,-0.58,1.007
2022-10-12 16:58:17.1030,0.226,-0.791,-0.579,1.006
2022-10-12 16:58:17.1130,0.226,-0.791,-0.578,1.005
2022-10-12 16:58:17.1240,0.225,-0.793,-0.578,1.007
2022-10-12 16:58:17.1560,0.224,-0.795,-0.579,1.009
2022-10-12 16:58:17.1570,0.224,-0.795,-0.579,1.009
2022-10-12 16:58:17.1570,0.224,-0.795,-0.579,1.009
2022-10-12 16:58:17.1640,0.224,-0.794,-0.578,1.007
2022-10-12 16:58:17.1740,0.225,-0.794,-0.576,1.006
2022-10-12 16:58:17.1840,0.225,-0.794,-0.576,1.006
2022-10-12 16:58:17.1950,0.225,-0.796,-0.575,1.007
2022-10-12 16:58:17.2040,0.224,-0.798,-0.574,1.008
2022-10-12 16:58:17.2140,0.223,-0.798,-0.574,1.008
2022-10-12 16:58:17.2240,0.224,-0.798,-0.574,1.008
2022-10-12 16:58:17.2390,0.224,-0.797,-0.574,1.007
2022-10-12 16:58:17.2660,0.224,-0.796,-0.576,1.008
2022-10-12 16:58:17.2670,0.224,-0.796,-0.576,1.008
2022-10-12 16:58:17.2670,0.224,-0.796,-0.576,1.008
2022-10-12 16:58:17.2740,0.224,-0.796,-0.576,1.008
2022-10-12 16:58:17.2850,0.224,-0.796,-0.577,1.008
2022-10-12 16:58:17.2950,0.224,-0.796,-0.578,1.009
2022-10-12 16:58:17.3050,0.225,-0.793,-0.578,1.007
2022-10-12 16:58:17.3150,0.225,-0.793,-0.577,1.006
2022-10-12 16:58:17.3260,0.226,-0.794,-0.576,1.007
2022-10-12 16:58:17.3350,0.226,-0.794,-0.577,1.007
2022-10-12 16:58:17.3630,0.223,-0.795,-0.576,1.007
2022-10-12 16:58:17.3630,0.223,-0.795,-0.576,1.007
2022-10-12 16:58:17.3650,0.223,-0.795,-0.578,1.008
2022-10-12 16:58:17.3810,0.224,-0.794,-0.579,1.008
2022-10-12 16:58:17.3860,0.224,-0.793,-0.583,1.009
2022-10-12 16:58:17.3960,0.226,-0.792,-0.583,1.009
2022-10-12 16:58:17.4060,0.228,-0.789,-0.582,1.007
2022-10-12 16:58:17.4160,0.227,-0.789,-0.581,1.006
2022-10-12 16:58:17.4260,0.227,-0.789,-0.578,1.004
2022-10-12 16:58:17.4620,0.226,-0.793,-0.582,1.009
2022-10-12 16:58:17.4630,0.226,-0.793,-0.582,1.009
2022-10-12 16:58:17.4630,0.226,-0.793,-0.582,1.009
2022-10-12 16:58:17.4660,0.222,-0.795,-0.584,1.011
2022-10-12 16:58:17.4770,0.224,-0.795,-0.583,1.011
2022-10-12 16:58:17.4870,0.223,-0.795,-0.584,1.011
2022-10-12 16:58:17.4970,0.223,-0.792,-0.583,1.008
2022-10-12 16:58:17.5070,0.226,-0.79,-0.582,1.007
2022-10-12 16:58:17.5170,0.226,-0.791,-0.581,1.007
2022-10-12 16:58:17.5270,0.227,-0.792,-0.578,1.006
2022-10-12 16:58:17.5370,0.227,-0.794,-0.577,1.007
2022-10-12 16:58:17.5660,0.226,-0.795,-0.572,1.005
2022-10-12 16:58:17.5670,0.228,-0.796,-0.571,1.006
2022-10-12 16:58:17.5680,0.228,-0.796,-0.571,1.006
2022-10-12 16:58:17.5770,0.225,-0.796,-0.571,1.005
2022-10-12 16:58:17.5870,0.224,-0.796,-0.574,1.007
2022-10-12 16:58:17.5980,0.226,-0.796,-0.576,1.008
2022-10-12 16:58:17.6080,0.226,-0.795,-0.58,1.01
2022-10-12 16:58:17.6180,0.224,-0.795,-0.58,1.009
2022-10-12 16:58:17.6280,0.225,-0.794,-0.581,1.009
2022-10-12 16:58:17.6690,0.227,-0.795,-0.575,1.007
2022-10-12 16:58:17.6690,0.227,-0.795,-0.575,1.007
2022-10-12 16:58:17.6690,0.227,-0.795,-0.575,1.007
2022-10-12 16:58:17.6690,0.227,-0.795,-0.575,1.007
2022-10-12 16:58:17.6780,0.226,-0.793,-0.576,1.006
2022-10-12 16:58:17.6880,0.226,-0.792,-0.578,1.006
2022-10-12 16:58:17.6990,0.228,-0.792,-0.579,1.007
2022-10-12 16:58:17.7090,0.227,-0.794,-0.579,1.009
2022-10-12 16:58:17.7180,0.224,-0.795,-0.579,1.009
2022-10-12 16:58:17.7290,0.223,-0.796,-0.58,1.01
2022-10-12 16:58:17.7660,0.224,-0.796,-0.578,1.009
2022-10-12 16:58:17.7660,0.224,-0.796,-0.578,1.009
2022-10-12 16:58:17.7660,0.224,-0.796,-0.578,1.009
2022-10-12 16:58:17.7680,0.224,-0.795,-0.579,1.009
2022-10-12 16:58:17.7790,0.225,-0.794,-0.579,1.008
2022-10-12 16:58:17.7890,0.224,-0.792,-0.579,1.006
2022-10-12 16:58:17.7990,0.226,-0.792,-0.579,1.007
2022-10-12 16:58:17.8100,0.227,-0.791,-0.577,1.005
2022-10-12 16:58:17.8200,0.225,-0.792,-0.576,1.005
2022-10-12 16:58:17.8300,0.226,-0.793,-0.576,1.006
2022-10-12 16:58:17.8450,0.226,-0.794,-0.575,1.006
2022-10-12 16:58:17.8700,0.227,-0.792,-0.581,1.008
2022-10-12 16:58:17.8700,0.227,-0.792,-0.581,1.008
2022-10-12 16:58:17.8710,0.227,-0.792,-0.581,1.008
2022-10-12 16:58:17.8800,0.226,-0.791,-0.582,1.008
2022-10-12 16:58:17.8890,0.226,-0.791,-0.582,1.008
2022-10-12 16:58:17.9000,0.225,-0.792,-0.582,1.008
2022-10-12 16:58:17.9100,0.225,-0.793,-0.582,1.009
2022-10-12 16:58:17.9200,0.223,-0.794,-0.581,1.009
2022-10-12 16:58:17.9310,0.224,-0.795,-0.583,1.011
2022-10-12 16:58:17.9660,0.225,-0.794,-0.578,1.008
2022-10-12 16:58:17.9670,0.225,-0.794,-0.578,1.008
2022-10-12 16:58:17.9670,0.225,-0.794,-0.578,1.008
2022-10-12 16:58:17.9700,0.225,-0.792,-0.577,1.005
2022-10-12 16:58:17.9810,0.226,-0.791,-0.579,1.006
2022-10-12 16:58:17.9910,0.229,-0.791,-0.581,1.008
2022-10-12 16:58:18.0010,0.227,-0.789,-0.582,1.006
2022-10-12 16:58:18.0110,0.225,-0.789,-0.584,1.007
2022-10-12 16:58:18.0210,0.225,-0.791,-0.582,1.007
2022-10-12 16:58:18.0320,0.225,-0.792,-0.58,1.007
2022-10-12 16:58:18.0700,0.226,-0.794,-0.577,1.007
2022-10-12 16:58:18.0700,0.226,-0.794,-0.577,1.007
2022-10-12 16:58:18.0700,0.226,-0.794,-0.577,1.007
2022-10-12 16:58:18.0710,0.228,-0.793,-0.577,1.007
2022-10-12 16:58:18.0820,0.226,-0.794,-0.579,1.008
2022-10-12 16:58:18.0920,0.225,-0.793,-0.581,1.008
2022-10-12 16:58:18.1020,0.224,-0.793,-0.58,1.008
2022-10-12 16:58:18.1130,0.225,-0.795,-0.58,1.009
2022-10-12 16:58:18.1220,0.223,-0.795,-0.58,1.009
2022-10-12 16:58:18.1350,0.224,-0.794,-0.579,1.008
2022-10-12 16:58:18.1650,0.227,-0.794,-0.579,1.009
2022-10-12 16:58:18.1660,0.227,-0.794,-0.579,1.009
2022-10-12 16:58:18.1660,0.227,-0.794,-0.579,1.009
2022-10-12 16:58:18.1720,0.226,-0.794,-0.578,1.008
2022-10-12 16:58:18.1820,0.225,-0.795,-0.579,1.009
2022-10-12 16:58:18.1920,0.224,-0.795,-0.578,1.008
2022-10-12 16:58:18.2030,0.223,-0.796,-0.577,1.008
2022-10-12 16:58:18.2130,0.226,-0.797,-0.575,1.008
2022-10-12 16:58:18.2220,0.226,-0.797,-0.575,1.008
2022-10-12 16:58:18.2330,0.224,-0.797,-0.577,1.009
2022-10-12 16:58:18.2690,0.223,-0.795,-0.58,1.009
2022-10-12 16:58:18.2690,0.223,-0.795,-0.58,1.009
2022-10-12 16:58:18.2700,0.223,-0.795,-0.58,1.009
2022-10-12 16:58:18.2720,0.226,-0.794,-0.581,1.009
2022-10-12 16:58:18.2830,0.227,-0.794,-0.58,1.009
2022-10-12 16:58:18.2930,0.226,-0.792,-0.579,1.007
2022-10-12 16:58:18.3040,0.226,-0.789,-0.578,1.004
2022-10-12 16:58:18.3140,0.225,-0.789,-0.579,1.004
2022-10-12 16:58:18.3240,0.227,-0.791,-0.578,1.006
2022-10-12 16:58:18.3340,0.228,-0.791,-0.579,1.006
2022-10-12 16:58:18.3720,0.227,-0.788,-0.587,1.008
2022-10-12 16:58:18.3720,0.227,-0.788,-0.587,1.008
2022-10-12 16:58:18.3720,0.227,-0.788,-0.587,1.008
2022-10-12 16:58:18.3730,0.228,-0.786,-0.585,1.006
2022-10-12 16:58:18.3840,0.226,-0.785,-0.584,1.004
2022-10-12 16:58:18.3940,0.224,-0.786,-0.584,1.005
2022-10-12 16:58:18.4040,0.225,-0.788,-0.585,1.007
