"Segment","Latitude","Longitude","Altitude (m)","Time (UTC ISO)","Time (UTC)","Time (Local)","UNIX Epoch Time"
1,"53.34523497022051","-6.257147156760388","4.869155406951904","2022-10-12T15:54:45.001Z","2022-10-12 15:54:45.001","2022-10-12 16:54:45.001","1665590085.001204"
1,"53.34518404480906","-6.25719763400235","4.908226013183594","2022-10-12T15:54:46.001Z","2022-10-12 15:54:46.001","2022-10-12 16:54:46.001","1665590086.0012326"
1,"53.34514108045908","-6.2572346303656","5.001970291137695","2022-10-12T15:54:47.001Z","2022-10-12 15:54:47.001","2022-10-12 16:54:47.001","1665590087.0012622"
1,"53.34512233308895","-6.257267315562561","5.12980842590332","2022-10-12T15:54:48.001Z","2022-10-12 15:54:48.001","2022-10-12 16:54:48.001","1665590088.0012918"
1,"53.345112507931724","-6.257282805660529","5.23938512802124","2022-10-12T15:54:49.001Z","2022-10-12 15:54:49.001","2022-10-12 16:54:49.001","1665590089.001321"
1,"53.34510171845688","-6.257294437380807","5.3227458000183105","2022-10-12T15:54:50.001Z","2022-10-12 15:54:50.001","2022-10-12 16:54:50.001","1665590090.0013518"
1,"53.34508282598535","-6.25729112983597","5.389426231384277","2022-10-12T15:54:51.001Z","2022-10-12 15:54:51.001","2022-10-12 16:54:51.001","1665590091.0013802"
1,"53.34505273528128","-6.257277413120559","5.455516815185547","2022-10-12T15:54:52.001Z","2022-10-12 15:54:52.001","2022-10-12 16:54:52.001","1665590092.00141"
1,"53.34503041053979","-6.257276457077726","5.5358405113220215","2022-10-12T15:54:53.001Z","2022-10-12 15:54:53.001","2022-10-12 16:54:53.001","1665590093.00144"
1,"53.34497397674033","-6.257318436989744","5.617069244384766","2022-10-12T15:54:54.001Z","2022-10-12 15:54:54.001","2022-10-12 16:54:54.001","1665590094.00147"
1,"53.344923980085795","-6.257393638825995","5.6872100830078125","2022-10-12T15:54:55.002Z","2022-10-12 15:54:55.002","2022-10-12 16:54:55.002","1665590095.0015"
1,"53.34489109511906","-6.257464338183057","5.718239784240723","2022-10-12T15:54:56.002Z","2022-10-12 15:54:56.002","2022-10-12 16:54:56.002","1665590096.0015285"
