time,gFx,gFy,gFz,
57:21.6,0.037,-0.705,-0.582,0.915
57:21.7,0.069,-1.005,-0.865,1.328
57:21.7,0.069,-1.005,-0.865,1.328
57:21.7,0.069,-1.005,-0.865,1.328
57:21.7,0.163,-1.047,-0.901,1.391
57:21.7,0.213,-1.012,-0.902,1.372
57:21.7,0.201,-0.889,-0.721,1.162
57:21.7,0.213,-0.731,-0.568,0.95
57:21.7,0.107,-0.529,-0.369,0.654
57:21.7,0.032,-0.557,-0.301,0.634
57:21.7,-0.077,-0.497,-0.336,0.605
57:21.7,-0.029,-0.614,-0.532,0.813
57:21.8,0.199,-0.833,-0.948,1.278
57:21.8,0.199,-0.833,-0.948,1.278
57:21.8,0.257,-0.894,-0.92,1.308
57:21.8,0.121,-0.983,-0.975,1.39
57:21.8,0.058,-0.971,-0.867,1.303
57:21.8,0.007,-0.93,-0.716,1.174
57:21.8,-0.008,-0.845,-0.681,1.085
57:21.8,0.041,-0.785,-0.567,0.969
57:21.8,0.125,-0.74,-0.501,0.902
57:21.9,0.001,-0.76,-0.721,1.048
57:21.9,0.001,-0.76,-0.721,1.048
57:21.9,0.001,-0.76,-0.721,1.048
57:21.9,0.001,-0.76,-0.721,1.048
57:21.9,0.101,-0.743,-0.8,1.096
57:21.9,0.212,-0.759,-0.848,1.158
57:21.9,0.197,-0.699,-0.734,1.033
57:21.9,0.029,-0.643,-0.619,0.893
57:21.9,0.121,-0.685,-0.511,0.863
57:21.9,0.178,-0.659,-0.567,0.887
57:22.0,0.139,-0.774,-0.875,1.176
57:22.0,0.139,-0.774,-0.875,1.176
57:22.0,0.139,-0.774,-0.875,1.176
57:22.0,0.172,-0.799,-0.761,1.117
57:22.0,0.154,-0.765,-0.822,1.133
57:22.0,0.238,-0.666,-0.691,0.989
57:22.0,0.162,-0.601,-0.61,0.872
57:22.0,0.074,-0.566,-0.608,0.834
57:22.0,0.019,-0.683,-0.617,0.921
57:22.0,0.188,-0.689,-0.667,0.977
57:22.0,0.221,-0.758,-0.797,1.122
57:22.1,0.24,-0.782,-0.771,1.124
57:22.1,0.24,-0.782,-0.771,1.124
57:22.1,0.113,-0.755,-0.687,1.027
57:22.1,0.092,-0.694,-0.572,0.904
57:22.1,0.027,-0.678,-0.636,0.93
57:22.1,-0.075,-0.737,-0.704,1.022
57:22.1,-0.179,-0.857,-0.764,1.162
57:22.1,-0.108,-0.9,-0.637,1.108
57:22.1,-0.047,-0.921,-0.923,1.305
57:22.2,0.029,-0.842,-0.655,1.067
57:22.2,0.029,-0.842,-0.655,1.067
57:22.2,0.029,-0.842,-0.655,1.067
57:22.2,0.021,-0.762,-0.525,0.926
57:22.2,-0.075,-0.778,-0.687,1.041
57:22.2,-0.003,-0.784,-0.529,0.946
57:22.2,0.195,-0.876,-0.635,1.099
57:22.2,0.054,-0.81,-0.62,1.021
57:22.2,0.041,-0.795,-0.547,0.966
57:22.2,0.177,-0.828,-0.523,0.995
57:22.2,0.087,-0.786,-0.577,0.979
57:22.3,0.079,-0.891,-0.721,1.149
57:22.3,0.079,-0.891,-0.721,1.149
57:22.3,0.079,-0.891,-0.721,1.149
57:22.3,0.196,-0.839,-0.623,1.063
57:22.3,0.081,-0.833,-0.698,1.09
57:22.3,0.152,-0.787,-0.526,0.959
57:22.3,-0.012,-0.817,-0.698,1.075
57:22.3,0.02,-0.724,-0.54,0.903
57:22.3,0.026,-0.847,-0.603,1.04
57:22.4,0.05,-0.865,-0.694,1.11
57:22.4,0.05,-0.865,-0.694,1.11
57:22.4,0.05,-0.865,-0.694,1.11
57:22.4,-0.003,-0.863,-0.792,1.171
57:22.4,0.018,-0.856,-0.762,1.146
57:22.4,0.114,-0.808,-0.713,1.084
57:22.4,0.093,-0.725,-0.731,1.034
57:22.4,0.015,-0.656,-0.585,0.879
57:22.4,0.012,-0.624,-0.478,0.786
57:22.4,0.145,-0.513,-0.478,0.716
57:22.5,0.033,-0.609,-0.587,0.846
57:22.5,0.033,-0.609,-0.587,0.846
57:22.5,0.033,-0.609,-0.587,0.846
57:22.5,0.099,-0.744,-0.8,1.097
57:22.5,0.041,-0.876,-0.96,1.3
57:22.5,0.266,-0.864,-0.849,1.24
57:22.5,0.107,-0.786,-0.985,1.265
57:22.5,-0.024,-0.81,-0.885,1.2
57:22.5,-0.043,-0.879,-0.757,1.161
57:22.5,0.038,-0.777,-0.61,0.989
57:22.5,0.057,-0.696,-0.801,1.063
57:22.6,0.001,-0.761,-0.686,1.025
57:22.6,0.001,-0.761,-0.686,1.025
57:22.6,0.067,-0.693,-0.675,0.97
57:22.6,0.119,-0.615,-0.671,0.918
57:22.6,-0.09,-0.696,-0.765,1.038
57:22.6,0.075,-0.81,-0.654,1.044
57:22.6,0.182,-0.818,-0.832,1.181
57:22.6,0.131,-0.686,-0.754,1.028
57:22.6,0.098,-0.746,-0.641,0.988
57:22.7,-0.033,-0.795,-0.581,0.985
57:22.7,-0.033,-0.795,-0.581,0.985
57:22.7,-0.033,-0.795,-0.581,0.985
57:22.7,0.078,-0.803,-0.646,1.034
57:22.7,0.112,-0.857,-0.761,1.152
57:22.7,0.07,-0.801,-0.736,1.09
57:22.7,-0.014,-0.802,-0.774,1.115
57:22.7,0.074,-0.749,-0.653,0.996
57:22.7,0.08,-0.72,-0.77,1.057
57:22.7,-0.041,-0.745,-0.796,1.091
57:22.8,0.108,-0.749,-0.866,1.15
57:22.8,0.108,-0.749,-0.866,1.15
57:22.8,0.087,-0.648,-0.823,1.051
57:22.8,0.087,-0.648,-0.823,1.051
57:22.8,-0.089,-0.713,-0.802,1.077
57:22.8,0.012,-0.802,-0.744,1.094
57:22.8,0.104,-0.872,-0.879,1.243
57:22.8,0.139,-0.937,-0.926,1.325
57:22.8,0.226,-0.861,-0.872,1.246
57:22.8,0.103,-0.764,-0.824,1.128
57:22.8,-0.023,-0.692,-0.684,0.973
57:22.9,0.05,-0.685,-0.481,0.839
57:22.9,0.05,-0.685,-0.481,0.839
57:22.9,0.254,-0.673,-0.624,0.952
57:22.9,0.134,-0.608,-0.637,0.891
57:22.9,0.006,-0.613,-0.64,0.886
57:22.9,-0.099,-0.696,-0.65,0.957
57:22.9,-0.051,-0.677,-0.566,0.884
57:22.9,0.067,-0.721,-0.641,0.967
57:22.9,0.133,-0.718,-0.643,0.973
57:22.9,0.023,-0.717,-0.703,1.004
57:23.0,0.029,-0.782,-0.691,1.044
57:23.0,0.029,-0.782,-0.691,1.044
57:23.0,0.098,-0.807,-0.664,1.05
57:23.0,0.072,-0.813,-0.719,1.088
57:23.0,0.103,-0.835,-0.692,1.089
57:23.0,0.222,-0.754,-0.615,0.998
57:23.0,0.075,-0.723,-0.727,1.028
57:23.0,0.012,-0.697,-0.596,0.917
57:23.0,0.159,-0.718,-0.623,0.964
57:23.1,0.191,-0.773,-0.761,1.101
57:23.1,0.255,-0.788,-0.652,1.054
57:23.1,0.255,-0.788,-0.652,1.054
57:23.1,0.255,-0.788,-0.652,1.054
57:23.1,0.209,-0.825,-0.717,1.113
57:23.1,0.243,-0.844,-0.668,1.103
57:23.1,0.369,-0.795,-0.627,1.078
57:23.1,0.109,-0.795,-0.741,1.092
57:23.1,0.054,-0.855,-0.58,1.035
57:23.1,0.28,-0.789,-0.583,1.02
57:23.2,0.188,-0.754,-0.593,0.978
57:23.2,0.188,-0.754,-0.593,0.978
57:23.2,0.188,-0.754,-0.593,0.978
57:23.2,0.196,-0.753,-0.61,0.989
57:23.2,0.114,-0.726,-0.656,0.985
57:23.2,0.153,-0.736,-0.644,0.99
57:23.2,0.326,-0.688,-0.598,0.968
57:23.2,0.19,-0.694,-0.621,0.95
57:23.2,0.063,-0.677,-0.634,0.93
57:23.2,0.106,-0.741,-0.664,1.001
57:23.3,0.236,-0.79,-0.65,1.05
57:23.3,0.103,-0.819,-0.59,1.015
57:23.3,0.103,-0.819,-0.59,1.015
57:23.3,0.103,-0.819,-0.59,1.015
57:23.3,0.193,-0.802,-0.525,0.978
57:23.3,0.115,-0.757,-0.547,0.941
57:23.3,0.087,-0.77,-0.546,0.948
57:23.3,0.139,-0.778,-0.517,0.944
57:23.3,0.114,-0.801,-0.553,0.98
57:23.3,0.097,-0.85,-0.588,1.038
57:23.4,0.204,-0.842,-0.523,1.012
57:23.4,0.204,-0.842,-0.523,1.012
57:23.4,0.204,-0.842,-0.523,1.012
57:23.4,0.104,-0.825,-0.523,0.982
57:23.4,0.125,-0.823,-0.474,0.958
57:23.4,0.15,-0.875,-0.516,1.027
57:23.4,0.2,-0.849,-0.494,1.002
57:23.4,0.224,-0.867,-0.544,1.048
57:23.4,0.18,-0.858,-0.511,1.015
57:23.4,0.19,-0.842,-0.477,0.986
57:23.5,0.189,-0.903,-0.571,1.085
57:23.5,0.189,-0.903,-0.571,1.085
57:23.5,0.189,-0.903,-0.571,1.085
57:23.5,0.194,-0.865,-0.552,1.044
57:23.5,0.176,-0.876,-0.517,1.032
57:23.5,0.161,-0.866,-0.52,1.023
57:23.5,0.245,-0.802,-0.415,0.936
57:23.5,0.148,-0.751,-0.515,0.923
57:23.5,0.137,-0.862,-0.576,1.046
57:23.5,0.234,-0.806,-0.579,1.02
57:23.6,0.242,-0.761,-0.657,1.034
57:23.6,0.211,-0.76,-0.548,0.96
57:23.6,0.211,-0.76,-0.548,0.96
57:23.6,0.207,-0.703,-0.496,0.885
57:23.6,0.098,-0.729,-0.672,0.996
57:23.6,0.098,-0.729,-0.672,0.996
57:23.6,0.212,-0.802,-0.599,1.023
57:23.6,0.265,-0.784,-0.678,1.07
57:23.6,0.181,-0.713,-0.675,0.998
57:23.6,0.227,-0.82,-0.569,1.024
57:23.7,0.307,-0.737,-0.626,1.015
57:23.7,0.307,-0.737,-0.626,1.015
57:23.7,0.307,-0.737,-0.626,1.015
57:23.7,0.238,-0.73,-0.678,1.024
57:23.7,0.101,-0.78,-0.708,1.058
57:23.7,0.173,-0.768,-0.711,1.061
57:23.7,0.277,-0.734,-0.709,1.057
57:23.7,0.294,-0.715,-0.677,1.028
57:23.7,0.161,-0.736,-0.718,1.041
57:23.7,0.191,-0.708,-0.622,0.962
57:23.8,0.305,-0.768,-0.693,1.078
57:23.8,0.305,-0.768,-0.693,1.078
57:23.8,0.305,-0.768,-0.693,1.078
57:23.8,0.266,-0.696,-0.698,1.021
57:23.8,0.262,-0.718,-0.598,0.97
57:23.8,0.234,-0.663,-0.603,0.926
57:23.8,0.152,-0.69,-0.608,0.932
57:23.8,0.243,-0.72,-0.599,0.968
57:23.8,0.291,-0.682,-0.651,0.987
57:23.8,0.201,-0.744,-0.655,1.011
57:23.9,0.265,-0.765,-0.707,1.075
57:23.9,0.265,-0.765,-0.707,1.075
57:23.9,0.265,-0.765,-0.707,1.075
57:23.9,0.246,-0.748,-0.663,1.029
57:23.9,0.163,-0.754,-0.674,1.024
57:23.9,0.206,-0.716,-0.607,0.961
57:23.9,0.224,-0.73,-0.603,0.973
57:23.9,0.157,-0.739,-0.683,1.018
57:23.9,0.211,-0.755,-0.663,1.027
57:23.9,0.257,-0.76,-0.707,1.069
57:24.0,0.198,-0.746,-0.639,1.002
57:24.0,0.198,-0.746,-0.639,1.002
57:24.0,0.198,-0.746,-0.639,1.002
57:24.0,0.269,-0.717,-0.641,0.999
57:24.0,0.189,-0.722,-0.676,1.007
57:24.0,0.179,-0.766,-0.68,1.04
57:24.0,0.314,-0.75,-0.677,1.058
57:24.0,0.244,-0.719,-0.678,1.018
57:24.0,0.157,-0.702,-0.636,0.96
57:24.0,0.193,-0.71,-0.619,0.962
57:24.1,0.237,-0.758,-0.66,1.033
57:24.1,0.237,-0.758,-0.66,1.033
57:24.1,0.237,-0.758,-0.66,1.033
57:24.1,0.145,-0.771,-0.749,1.085
57:24.1,0.177,-0.785,-0.675,1.05
57:24.1,0.287,-0.769,-0.635,1.038
57:24.1,0.261,-0.802,-0.662,1.072
57:24.1,0.167,-0.788,-0.608,1.009
57:24.1,0.261,-0.767,-0.569,0.99
57:24.1,0.233,-0.776,-0.597,1.006
57:24.2,0.306,-0.763,-0.573,1.002
57:24.2,0.306,-0.763,-0.573,1.002
57:24.2,0.306,-0.763,-0.573,1.002
57:24.2,0.162,-0.766,-0.652,1.019
57:24.2,0.095,-0.757,-0.639,0.995
57:24.2,0.226,-0.752,-0.632,1.008
57:24.2,0.347,-0.744,-0.642,1.042
57:24.2,0.231,-0.687,-0.652,0.975
57:24.2,0.141,-0.707,-0.648,0.969
57:24.2,0.177,-0.673,-0.616,0.929
57:24.3,0.202,-0.681,-0.7,0.997
57:24.3,0.258,-0.676,-0.693,1.002
57:24.3,0.258,-0.676,-0.693,1.002
57:24.3,0.138,-0.662,-0.693,0.968
57:24.3,0.195,-0.666,-0.629,0.937
57:24.3,0.27,-0.686,-0.654,0.986
57:24.3,0.16,-0.721,-0.727,1.036
57:24.3,0.251,-0.77,-0.674,1.054
57:24.3,0.322,-0.807,-0.714,1.125
57:24.3,0.245,-0.78,-0.686,1.067
57:24.4,0.151,-0.782,-0.579,0.985
57:24.4,0.151,-0.782,-0.579,0.985
57:24.4,0.151,-0.782,-0.579,0.985
57:24.4,0.202,-0.783,-0.61,1.013
57:24.4,0.209,-0.811,-0.667,1.071
57:24.4,0.126,-0.782,-0.715,1.067
57:24.4,0.151,-0.784,-0.652,1.031
57:24.4,0.199,-0.763,-0.658,1.027
57:24.4,0.226,-0.74,-0.622,0.993
57:24.4,0.111,-0.717,-0.648,0.973
57:24.5,0.055,-0.702,-0.703,0.995
57:24.5,0.184,-0.744,-0.732,1.06
57:24.5,0.184,-0.744,-0.732,1.06
57:24.5,0.167,-0.769,-0.683,1.042
57:24.5,0.213,-0.769,-0.609,1.004
57:24.5,0.157,-0.721,-0.621,0.964
57:24.5,0.137,-0.745,-0.585,0.957
57:24.5,0.2,-0.767,-0.609,1
57:24.5,0.269,-0.758,-0.629,1.021
57:24.5,0.227,-0.749,-0.635,1.008
57:24.6,0.244,-0.727,-0.673,1.02
57:24.6,0.244,-0.727,-0.673,1.02
57:24.6,0.244,-0.727,-0.673,1.02
57:24.6,0.208,-0.682,-0.709,1.006
57:24.6,0.177,-0.714,-0.707,1.02
57:24.6,0.124,-0.676,-0.703,0.983
57:24.6,0.184,-0.639,-0.668,0.943
57:24.6,0.158,-0.721,-0.756,1.057
57:24.6,0.193,-0.697,-0.721,1.021
57:24.7,0.256,-0.713,-0.715,1.042
57:24.7,0.163,-0.715,-0.704,1.017
57:24.7,0.146,-0.706,-0.674,0.987
57:24.7,0.146,-0.706,-0.674,0.987
57:24.7,0.108,-0.703,-0.648,0.962
57:24.7,0.227,-0.752,-0.663,1.028
57:24.7,0.238,-0.785,-0.718,1.09
57:24.7,0.207,-0.765,-0.704,1.06
57:24.7,0.135,-0.751,-0.72,1.049
57:24.7,0.186,-0.702,-0.663,0.983
57:24.8,0.249,-0.71,-0.651,0.995
57:24.8,0.15,-0.683,-0.653,0.957
57:24.8,0.181,-0.74,-0.665,1.011
57:24.8,0.181,-0.74,-0.665,1.011
57:24.8,0.203,-0.761,-0.746,1.085
57:24.8,0.154,-0.766,-0.73,1.069
57:24.8,0.116,-0.792,-0.704,1.066
57:24.8,0.165,-0.767,-0.695,1.048
57:24.8,0.183,-0.735,-0.675,1.015
57:24.8,0.117,-0.735,-0.601,0.957
57:24.9,0.085,-0.74,-0.682,1.01
57:24.9,0.107,-0.757,-0.646,1.001
57:24.9,0.183,-0.756,-0.707,1.051
57:24.9,0.183,-0.756,-0.707,1.051
57:24.9,0.143,-0.763,-0.688,1.037
57:24.9,0.138,-0.744,-0.639,0.99
57:24.9,0.161,-0.71,-0.627,0.961
57:24.9,0.133,-0.724,-0.664,0.991
57:24.9,0.103,-0.715,-0.657,0.976
57:24.9,0.187,-0.756,-0.678,1.033
57:25.0,0.205,-0.798,-0.701,1.082
57:25.0,0.192,-0.748,-0.555,0.951
57:25.0,0.192,-0.748,-0.555,0.951
57:25.0,0.192,-0.748,-0.555,0.951
57:25.0,0.163,-0.743,-0.6,0.969
57:25.0,0.113,-0.711,-0.594,0.933
57:25.0,0.162,-0.743,-0.628,0.986
57:25.0,0.213,-0.745,-0.662,1.019
57:25.0,0.194,-0.757,-0.709,1.055
57:25.0,0.155,-0.759,-0.719,1.057
57:25.1,0.152,-0.734,-0.718,1.038
57:25.1,0.173,-0.725,-0.732,1.045
57:25.1,0.227,-0.704,-0.69,1.012
57:25.1,0.227,-0.704,-0.69,1.012
57:25.1,0.184,-0.672,-0.707,0.993
57:25.1,0.096,-0.654,-0.688,0.954
57:25.1,0.103,-0.677,-0.679,0.964
57:25.1,0.175,-0.733,-0.714,1.038
57:25.1,0.194,-0.759,-0.75,1.085
57:25.1,0.189,-0.752,-0.733,1.067
57:25.2,0.145,-0.746,-0.712,1.041
57:25.2,0.208,-0.739,-0.659,1.012
57:25.2,0.208,-0.739,-0.659,1.012
57:25.2,0.208,-0.739,-0.659,1.012
57:25.2,0.193,-0.739,-0.678,1.021
57:25.2,0.183,-0.721,-0.672,1.002
57:25.2,0.218,-0.735,-0.688,1.03
57:25.2,0.224,-0.719,-0.685,1.018
57:25.2,0.178,-0.686,-0.673,0.977
57:25.2,0.182,-0.698,-0.657,0.976
57:25.3,0.269,-0.715,-0.674,1.019
57:25.3,0.221,-0.729,-0.653,1.003
57:25.3,0.221,-0.729,-0.653,1.003
57:25.3,0.221,-0.729,-0.653,1.003
57:25.3,0.236,-0.743,-0.665,1.025
57:25.3,0.23,-0.754,-0.666,1.032
57:25.3,0.218,-0.75,-0.664,1.025
57:25.3,0.195,-0.745,-0.665,1.017
57:25.3,0.195,-0.752,-0.657,1.017
57:25.3,0.152,-0.727,-0.64,0.98
57:25.4,0.115,-0.722,-0.622,0.96
57:25.4,0.135,-0.772,-0.69,1.044
57:25.4,0.135,-0.772,-0.69,1.044
57:25.4,0.135,-0.772,-0.69,1.044
57:25.4,0.119,-0.77,-0.672,1.029
57:25.4,0.128,-0.768,-0.657,1.019
57:25.4,0.094,-0.761,-0.642,1
57:25.4,0.101,-0.763,-0.628,0.993
57:25.4,0.137,-0.778,-0.667,1.034
57:25.4,0.108,-0.768,-0.688,1.037
57:25.5,0.108,-0.792,-0.672,1.044
57:25.5,0.081,-0.744,-0.622,0.973
57:25.5,0.081,-0.744,-0.622,0.973
57:25.5,0.081,-0.744,-0.622,0.973
57:25.5,0.099,-0.753,-0.624,0.983
57:25.5,0.189,-0.771,-0.653,1.028
57:25.5,0.17,-0.758,-0.694,1.042
57:25.5,0.106,-0.759,-0.692,1.033
57:25.5,0.101,-0.756,-0.693,1.031
57:25.5,0.137,-0.738,-0.678,1.011
57:25.6,0.134,-0.725,-0.662,0.991
57:25.6,0.067,-0.722,-0.669,0.987
57:25.6,0.067,-0.722,-0.669,0.987
57:25.6,0.084,-0.75,-0.67,1.009
57:25.6,0.084,-0.75,-0.67,1.009
57:25.6,0.115,-0.783,-0.684,1.046
57:25.6,0.104,-0.788,-0.672,1.041
57:25.6,0.067,-0.784,-0.649,1.02
57:25.6,0.063,-0.794,-0.612,1.004
57:25.6,0.061,-0.801,-0.601,1.003
57:25.7,0.054,-0.805,-0.598,1.004
57:25.7,0.045,-0.842,-0.622,1.048
57:25.7,0.045,-0.842,-0.622,1.048
57:25.7,0.045,-0.842,-0.622,1.048
57:25.7,0.045,-0.842,-0.622,1.048
57:25.7,0.046,-0.84,-0.601,1.034
57:25.7,0.044,-0.832,-0.581,1.016
57:25.7,0.045,-0.829,-0.57,1.007
57:25.7,0.053,-0.834,-0.565,1.009
57:25.7,0.062,-0.847,-0.558,1.016
57:25.8,0.076,-0.86,-0.555,1.026
57:25.8,0.109,-0.856,-0.555,1.026
57:25.8,0.109,-0.856,-0.555,1.026
57:25.8,0.109,-0.856,-0.555,1.026
57:25.8,0.103,-0.845,-0.552,1.015
57:25.8,0.112,-0.837,-0.564,1.015
57:25.8,0.136,-0.838,-0.571,1.023
57:25.8,0.159,-0.834,-0.576,1.026
57:25.8,0.199,-0.835,-0.58,1.036
57:25.8,0.243,-0.827,-0.576,1.037
57:25.9,0.255,-0.815,-0.574,1.029
57:25.9,0.214,-0.795,-0.555,0.993
57:25.9,0.214,-0.795,-0.555,0.993
57:25.9,0.214,-0.795,-0.555,0.993
57:25.9,0.216,-0.804,-0.575,1.012
57:25.9,0.216,-0.809,-0.594,1.027
57:25.9,0.221,-0.807,-0.603,1.031
57:25.9,0.211,-0.801,-0.611,1.029
57:25.9,0.206,-0.79,-0.602,1.014
57:26.0,0.21,-0.779,-0.594,1.002
57:26.0,0.213,-0.772,-0.593,0.996
57:26.0,0.239,-0.755,-0.615,1.003
57:26.0,0.239,-0.755,-0.615,1.003
57:26.0,0.239,-0.755,-0.615,1.003
57:26.0,0.255,-0.753,-0.62,1.008
57:26.0,0.263,-0.749,-0.622,1.008
57:26.0,0.271,-0.731,-0.634,1.005
57:26.0,0.273,-0.723,-0.629,0.996
57:26.0,0.268,-0.71,-0.633,0.988
57:26.1,0.291,-0.672,-0.644,0.975
57:26.1,0.258,-0.683,-0.643,0.973
57:26.1,0.283,-0.718,-0.668,1.021
57:26.1,0.283,-0.718,-0.668,1.021
57:26.1,0.283,-0.718,-0.668,1.021
57:26.1,0.283,-0.725,-0.658,1.019
57:26.1,0.261,-0.74,-0.619,0.999
57:26.1,0.244,-0.746,-0.614,0.997
57:26.1,0.264,-0.754,-0.617,1.009
57:26.1,0.264,-0.752,-0.616,1.007
57:26.2,0.263,-0.76,-0.621,1.016
57:26.2,0.252,-0.761,-0.634,1.022
57:26.2,0.248,-0.754,-0.63,1.013
57:26.2,0.244,-0.751,-0.622,1.005
57:26.2,0.244,-0.751,-0.622,1.005
57:26.2,0.271,-0.738,-0.626,1.005
57:26.2,0.263,-0.735,-0.628,1.002
57:26.2,0.247,-0.735,-0.617,0.991
57:26.2,0.248,-0.748,-0.625,1.006
57:26.2,0.294,-0.752,-0.62,1.018
57:26.3,0.257,-0.745,-0.609,0.996
57:26.3,0.223,-0.749,-0.589,0.979
57:26.3,0.203,-0.83,-0.576,1.03
57:26.3,0.203,-0.83,-0.576,1.03
57:26.3,0.203,-0.83,-0.576,1.03
57:26.3,0.263,-0.832,-0.581,1.048
57:26.3,0.252,-0.844,-0.566,1.047
57:26.3,0.198,-0.837,-0.551,1.021
57:26.3,0.206,-0.831,-0.51,0.997
57:26.3,0.205,-0.821,-0.515,0.991
57:26.4,0.285,-0.824,-0.54,1.026
57:26.4,0.285,-0.803,-0.568,1.024
57:26.4,0.127,-0.815,-0.557,0.995
57:26.4,0.127,-0.815,-0.557,0.995
57:26.4,0.127,-0.815,-0.557,0.995
57:26.4,0.229,-0.827,-0.569,1.03
57:26.4,0.287,-0.837,-0.589,1.063
57:26.4,0.272,-0.83,-0.577,1.047
57:26.4,0.205,-0.822,-0.546,1.008
57:26.4,0.175,-0.826,-0.524,0.994
57:26.5,0.2,-0.824,-0.508,0.988
57:26.5,0.207,-0.829,-0.54,1.011
57:26.5,0.223,-0.782,-0.598,1.009
57:26.5,0.223,-0.782,-0.598,1.009
57:26.5,0.223,-0.782,-0.598,1.009
57:26.5,0.223,-0.782,-0.598,1.009
57:26.5,0.212,-0.763,-0.588,0.986
57:26.5,0.217,-0.745,-0.59,0.975
57:26.5,0.229,-0.743,-0.61,0.988
57:26.5,0.249,-0.751,-0.621,1.006
57:26.6,0.26,-0.759,-0.626,1.018
57:26.6,0.252,-0.763,-0.629,1.02
57:26.6,0.233,-0.765,-0.618,1.011
57:26.6,0.237,-0.772,-0.6,1.006
57:26.6,0.237,-0.772,-0.6,1.006
57:26.6,0.233,-0.776,-0.599,1.008
57:26.6,0.227,-0.779,-0.603,1.011
57:26.6,0.229,-0.786,-0.608,1.02
57:26.6,0.236,-0.788,-0.614,1.026
57:26.6,0.253,-0.788,-0.631,1.041
57:26.7,0.265,-0.775,-0.637,1.038
57:26.7,0.234,-0.745,-0.604,0.987
57:26.7,0.238,-0.741,-0.613,0.991
57:26.7,0.238,-0.741,-0.613,0.991
57:26.7,0.238,-0.741,-0.613,0.991
57:26.7,0.218,-0.766,-0.603,0.999
57:26.7,0.211,-0.795,-0.576,1.004
57:26.7,0.222,-0.826,-0.585,1.036
57:26.7,0.243,-0.808,-0.581,1.024
57:26.7,0.245,-0.777,-0.588,1.005
57:26.8,0.211,-0.789,-0.57,0.996
57:26.8,0.261,-0.802,-0.531,0.997
57:26.8,0.254,-0.785,-0.6,1.02
57:26.8,0.243,-0.76,-0.593,0.994
57:26.8,0.243,-0.76,-0.593,0.994
57:26.8,0.256,-0.755,-0.583,0.988
57:26.8,0.229,-0.736,-0.601,0.977
57:26.8,0.21,-0.729,-0.574,0.951
57:26.8,0.249,-0.695,-0.46,0.87
57:26.8,0.302,-0.767,-0.659,1.055
57:26.9,0.242,-0.814,-0.617,1.05
57:26.9,0.279,-0.809,-0.478,0.98
57:26.9,0.154,-0.888,-0.588,1.076
57:26.9,0.154,-0.888,-0.588,1.076
57:26.9,0.154,-0.888,-0.588,1.076
57:26.9,0.244,-0.82,-0.557,1.021
57:26.9,0.243,-0.823,-0.576,1.034
57:26.9,0.327,-0.828,-0.518,1.03
57:26.9,0.313,-0.806,-0.512,1.005
57:26.9,0.223,-0.773,-0.541,0.97
57:27.0,0.221,-0.776,-0.56,0.982
57:27.0,0.252,-0.762,-0.57,0.984
57:27.0,0.286,-0.797,-0.602,1.039
57:27.0,0.286,-0.797,-0.602,1.039
57:27.0,0.27,-0.787,-0.599,1.025
57:27.0,0.27,-0.787,-0.599,1.025
57:27.0,0.203,-0.802,-0.595,1.019
57:27.0,0.216,-0.808,-0.601,1.03
57:27.0,0.242,-0.788,-0.602,1.021
57:27.0,0.202,-0.785,-0.582,0.998
57:27.1,0.195,-0.788,-0.574,0.994
57:27.1,0.226,-0.785,-0.592,1.009
57:27.1,0.24,-0.769,-0.588,0.997
57:27.1,0.24,-0.769,-0.588,0.997
57:27.1,0.24,-0.769,-0.588,0.997
57:27.1,0.233,-0.76,-0.584,0.986
57:27.1,0.208,-0.757,-0.56,0.964
57:27.1,0.223,-0.761,-0.541,0.96
57:27.1,0.242,-0.77,-0.548,0.976
57:27.2,0.237,-0.797,-0.574,1.01
57:27.2,0.241,-0.808,-0.547,1.005
57:27.2,0.266,-0.8,-0.548,1.006
57:27.2,0.148,-0.86,-0.567,1.041
57:27.2,0.148,-0.86,-0.567,1.041
57:27.2,0.148,-0.86,-0.567,1.041
57:27.2,0.189,-0.843,-0.59,1.046
57:27.2,0.263,-0.848,-0.571,1.056
57:27.2,0.322,-0.824,-0.545,1.039
57:27.2,0.252,-0.793,-0.512,0.977
57:27.3,0.17,-0.81,-0.516,0.975
57:27.3,0.191,-0.824,-0.544,1.006
57:27.3,0.226,-0.816,-0.586,1.03
57:27.3,0.272,-0.8,-0.548,1.007
57:27.3,0.272,-0.8,-0.548,1.007
57:27.3,0.272,-0.8,-0.548,1.007
57:27.3,0.211,-0.79,-0.519,0.968
57:27.3,0.185,-0.807,-0.514,0.975
57:27.3,0.214,-0.804,-0.529,0.986
57:27.3,0.225,-0.82,-0.555,1.015
57:27.4,0.226,-0.835,-0.569,1.035
57:27.4,0.241,-0.814,-0.566,1.02
57:27.4,0.225,-0.799,-0.555,0.999
57:27.4,0.224,-0.77,-0.569,0.983
57:27.4,0.224,-0.77,-0.569,0.983
57:27.4,0.224,-0.77,-0.569,0.983
57:27.4,0.221,-0.782,-0.595,1.007
57:27.4,0.237,-0.78,-0.61,1.018
57:27.4,0.246,-0.781,-0.622,1.028
57:27.4,0.236,-0.776,-0.617,1.019
57:27.5,0.235,-0.768,-0.599,1.002
57:27.5,0.236,-0.767,-0.587,0.994
57:27.5,0.23,-0.773,-0.577,0.992
