time,gFx,gFy,gFz,
59:17.5,0.301,-0.751,-0.527,0.966
59:17.6,0.206,-0.855,-0.707,1.128
59:17.6,0.206,-0.855,-0.707,1.128
59:17.6,0.206,-0.855,-0.707,1.128
59:17.6,0.206,-0.855,-0.707,1.128
59:17.6,0.558,-0.719,-0.506,1.041
59:17.6,0.676,-0.569,-0.641,1.092
59:17.6,0.342,-0.486,-0.423,0.729
59:17.6,0.169,-0.43,-0.385,0.601
59:17.6,0.14,-0.425,-0.447,0.632
59:17.6,0.134,-0.649,-0.803,1.041
59:17.6,0.379,-0.675,-0.75,1.078
59:17.6,0.692,-0.742,-0.822,1.306
59:17.6,0.692,-0.742,-0.822,1.306
59:17.7,0.501,-0.679,-0.671,1.078
59:17.7,0.307,-0.664,-0.578,0.932
59:17.7,0.096,-0.616,-0.673,0.917
59:17.7,0.09,-0.619,-0.398,0.741
59:17.7,0.361,-0.749,-0.596,1.023
59:17.7,0.431,-0.812,-0.722,1.169
59:17.7,0.446,-0.864,-0.704,1.2
59:17.7,0.35,-0.643,-0.608,0.952
59:17.7,0.35,-0.643,-0.608,0.952
59:17.7,0.35,-0.643,-0.608,0.952
59:17.8,0.337,-0.555,-0.514,0.828
59:17.8,0.306,-0.525,-0.5,0.787
59:17.8,0.212,-0.608,-0.499,0.815
59:17.8,0.363,-0.645,-0.54,0.916
59:17.8,0.455,-0.752,-0.615,1.073
59:17.8,0.342,-0.813,-0.713,1.134
59:17.8,0.383,-0.858,-0.734,1.192
59:17.9,0.282,-0.633,-0.546,0.882
59:17.9,0.282,-0.633,-0.546,0.882
59:17.9,0.282,-0.633,-0.546,0.882
59:17.9,0.182,-0.631,-0.499,0.825
59:17.9,0.256,-0.724,-0.476,0.903
59:17.9,0.325,-0.737,-0.708,1.072
59:17.9,0.23,-0.849,-0.766,1.166
59:17.9,0.32,-0.878,-0.718,1.178
59:17.9,0.429,-0.947,-0.833,1.332
59:17.9,0.278,-0.855,-0.697,1.138
59:18.0,0.263,-0.637,-0.385,0.789
59:18.0,0.263,-0.637,-0.385,0.789
59:18.0,0.263,-0.637,-0.385,0.789
59:18.0,0.088,-0.718,-0.388,0.821
59:18.0,0.13,-0.797,-0.359,0.884
59:18.0,0.28,-0.932,-0.504,1.096
59:18.0,0.298,-1.015,-0.627,1.23
59:18.0,0.313,-1.015,-0.608,1.224
59:18.0,0.369,-1.042,-0.648,1.281
59:18.0,0.374,-0.939,-0.539,1.145
59:18.0,0.201,-0.782,-0.476,0.937
59:18.1,0.295,-0.69,-0.393,0.847
59:18.1,0.295,-0.69,-0.393,0.847
59:18.1,0.295,-0.69,-0.393,0.847
59:18.1,0.251,-0.754,-0.599,0.995
59:18.1,0.295,-0.577,-0.435,0.78
59:18.1,0.479,-0.629,-0.539,0.957
59:18.1,0.307,-0.608,-0.539,0.869
59:18.1,0.272,-0.76,-0.666,1.046
59:18.1,0.379,-0.856,-0.772,1.213
59:18.1,0.602,-0.936,-0.873,1.414
59:18.2,0.366,-0.768,-0.615,1.05
59:18.2,0.366,-0.768,-0.615,1.05
59:18.2,0.486,-0.688,-0.635,1.055
59:18.2,0.418,-0.479,-0.374,0.738
59:18.2,0.367,-0.477,-0.285,0.666
59:18.2,0.238,-0.511,-0.407,0.695
59:18.2,0.271,-0.671,-0.471,0.863
59:18.2,0.371,-0.848,-0.758,1.196
59:18.2,0.488,-0.931,-0.771,1.304
59:18.3,0.259,-0.714,-0.319,0.824
59:18.3,0.259,-0.714,-0.319,0.824
59:18.3,0.259,-0.714,-0.319,0.824
59:18.3,0.259,-0.714,-0.319,0.824
59:18.3,0.254,-0.791,-0.201,0.855
59:18.3,0.367,-0.89,-0.399,1.042
59:18.3,0.417,-0.884,-0.407,1.059
59:18.3,0.355,-0.896,-0.408,1.047
59:18.3,0.281,-0.868,-0.407,0.999
59:18.3,0.209,-0.965,-0.544,1.127
59:18.3,0.187,-1.038,-0.575,1.201
59:18.4,0.325,-0.62,-0.284,0.755
59:18.4,0.325,-0.62,-0.284,0.755
59:18.4,0.325,-0.62,-0.284,0.755
59:18.4,0.194,-0.563,-0.238,0.641
59:18.4,0.124,-0.617,-0.322,0.707
59:18.4,0.271,-0.699,-0.406,0.853
59:18.4,0.453,-0.843,-0.605,1.132
59:18.4,0.501,-0.919,-0.661,1.238
59:18.4,0.531,-0.818,-0.541,1.115
59:18.5,0.139,-0.88,-0.437,0.992
59:18.5,0.139,-0.88,-0.437,0.992
59:18.5,0.139,-0.88,-0.437,0.992
59:18.5,0.367,-0.949,-0.46,1.117
59:18.5,0.519,-1.017,-0.568,1.275
59:18.5,0.415,-0.903,-0.553,1.137
59:18.5,0.42,-0.912,-0.479,1.112
59:18.5,0.36,-0.813,-0.546,1.043
59:18.5,0.363,-0.757,-0.503,0.979
59:18.5,0.121,-0.753,-0.605,0.973
59:18.6,0.21,-0.677,-0.626,0.946
59:18.6,0.21,-0.677,-0.626,0.946
59:18.6,0.21,-0.677,-0.626,0.946
59:18.6,0.312,-0.726,-0.66,1.03
59:18.6,0.508,-0.822,-0.723,1.207
59:18.6,0.547,-0.862,-0.684,1.229
59:18.6,0.36,-0.785,-0.558,1.028
59:18.6,0.259,-0.795,-0.42,0.936
59:18.6,0.2,-0.755,-0.443,0.898
59:18.6,0.285,-0.698,-0.151,0.769
59:18.7,0.584,-1.196,-1.141,1.753
59:18.7,0.584,-1.196,-1.141,1.753
59:18.7,0.584,-1.196,-1.141,1.753
59:18.7,0.584,-1.196,-1.141,1.753
59:18.7,0.482,-1.235,-0.974,1.645
59:18.7,0.373,-0.94,-0.976,1.405
59:18.7,0.17,-0.745,-0.798,1.105
59:18.7,0.184,-0.404,-0.216,0.494
59:18.7,0.393,-0.371,-0.158,0.563
59:18.7,0.151,-0.43,-0.635,0.782
59:18.8,0.565,-0.694,-1.156,1.462
59:18.8,0.565,-0.694,-1.156,1.462
59:18.8,0.565,-0.694,-1.156,1.462
59:18.8,0.533,-0.667,-0.823,1.186
59:18.8,0.373,-0.595,-0.787,1.055
59:18.8,0.342,-0.752,-0.757,1.12
59:18.8,0.449,-0.805,-0.806,1.224
59:18.8,0.417,-0.778,-0.643,1.092
59:18.8,0.501,-0.672,-0.492,0.972
59:18.8,0.406,-0.521,-0.436,0.791
59:18.9,0.423,-0.765,-0.607,1.064
59:18.9,0.423,-0.765,-0.607,1.064
59:18.9,0.423,-0.765,-0.607,1.064
59:18.9,0.526,-0.812,-0.776,1.24
59:18.9,0.363,-0.865,-0.947,1.333
59:18.9,0.254,-0.847,-0.738,1.152
59:18.9,0.527,-0.783,-0.749,1.205
59:18.9,0.373,-0.651,-0.702,1.027
59:18.9,0.193,-0.592,-0.574,0.847
59:18.9,0.299,-0.55,-0.454,0.773
59:18.9,0.316,-0.447,-0.475,0.725
59:19.0,0.152,-0.769,-0.872,1.173
59:19.0,0.152,-0.769,-0.872,1.173
59:19.0,0.152,-0.769,-0.872,1.173
59:19.0,0.287,-0.844,-0.834,1.221
59:19.0,0.358,-0.925,-0.919,1.352
59:19.0,0.475,-0.83,-0.772,1.229
59:19.0,0.442,-0.646,-0.67,1.03
59:19.0,0.273,-0.598,-0.504,0.828
59:19.0,0.289,-0.659,-0.455,0.851
59:19.1,0.633,-0.712,-0.5,1.076
59:19.1,0.633,-0.712,-0.5,1.076
59:19.1,0.633,-0.712,-0.5,1.076
59:19.1,0.412,-0.644,-0.497,0.912
59:19.1,0.314,-0.666,-0.41,0.843
59:19.1,0.271,-0.746,-0.462,0.918
59:19.1,0.428,-0.813,-0.529,1.06
59:19.1,0.523,-0.799,-0.416,1.042
59:19.1,0.412,-0.821,-0.571,1.082
59:19.1,0.285,-0.877,-0.458,1.03
59:19.2,0.376,-0.868,-0.497,1.069
59:19.2,0.359,-0.749,-0.412,0.927
59:19.2,0.359,-0.749,-0.412,0.927
59:19.2,0.359,-0.749,-0.412,0.927
59:19.2,0.288,-0.72,-0.322,0.84
59:19.2,0.191,-0.756,-0.346,0.853
59:19.2,0.113,-0.798,-0.438,0.917
59:19.2,0.151,-0.931,-0.59,1.113
59:19.2,0.351,-0.938,-0.518,1.128
59:19.2,0.285,-0.898,-0.615,1.125
59:19.3,0.376,-0.9,-0.405,1.056
59:19.3,0.376,-0.9,-0.405,1.056
59:19.3,0.376,-0.9,-0.405,1.056
59:19.3,0.375,-0.89,-0.467,1.073
59:19.3,0.326,-0.829,-0.368,0.964
59:19.3,0.408,-0.81,-0.352,0.973
59:19.3,0.344,-0.796,-0.373,0.944
59:19.3,0.25,-0.812,-0.436,0.955
59:19.3,0.181,-0.836,-0.485,0.983
59:19.3,0.27,-0.806,-0.596,1.038
59:19.4,0.108,-0.854,-0.773,1.157
59:19.4,0.108,-0.854,-0.773,1.157
59:19.4,0.108,-0.854,-0.773,1.157
59:19.4,0.108,-0.854,-0.773,1.157
59:19.4,0.352,-0.809,-0.691,1.121
59:19.4,0.448,-0.785,-0.606,1.088
59:19.4,0.262,-0.731,-0.522,0.936
59:19.4,0.167,-0.606,-0.452,0.774
59:19.4,0.114,-0.449,-0.213,0.51
59:19.4,0.276,-0.464,-0.086,0.547
59:19.5,0.38,-1.189,-1.003,1.601
59:19.5,0.38,-1.189,-1.003,1.601
59:19.5,0.38,-1.189,-1.003,1.601
59:19.5,0.764,-1.276,-1.266,1.953
59:19.5,0.639,-0.959,-0.8,1.403
59:19.5,0.493,-0.815,-0.593,1.122
59:19.5,0.35,-0.501,-0.385,0.722
59:19.5,0.182,-0.348,-0.112,0.408
59:19.5,0.063,-0.428,-0.214,0.483
59:19.5,0.224,-0.569,-0.4,0.731
59:19.5,0.44,-0.814,-1.032,1.386
59:19.6,0.459,-0.924,-0.852,1.338
59:19.6,0.459,-0.924,-0.852,1.338
59:19.6,0.313,-0.689,-0.73,1.051
59:19.6,0.289,-0.526,-0.467,0.76
59:19.6,0.211,-0.529,-0.376,0.682
59:19.6,0.417,-0.58,-0.344,0.793
59:19.6,0.407,-0.555,-0.461,0.828
59:19.6,0.238,-0.855,-0.685,1.121
59:19.6,0.233,-0.898,-0.834,1.247
59:19.7,0.437,-0.564,-0.687,0.99
59:19.7,0.437,-0.564,-0.687,0.99
59:19.7,0.437,-0.564,-0.687,0.99
59:19.7,0.193,-0.335,-0.403,0.558
59:19.7,0.323,-0.493,-0.408,0.717
59:19.7,0.465,-0.621,-0.668,1.024
59:19.7,0.593,-0.687,-0.764,1.186
59:19.7,0.491,-0.733,-0.787,1.182
59:19.7,0.453,-0.835,-0.807,1.246
59:19.7,0.611,-0.748,-0.708,1.198
59:19.8,0.355,-0.684,-0.501,0.919
59:19.8,0.355,-0.684,-0.501,0.919
59:19.8,0.355,-0.684,-0.501,0.919
59:19.8,0.236,-0.741,-0.488,0.918
59:19.8,0.419,-0.806,-0.458,1.017
59:19.8,0.624,-0.785,-0.622,1.18
59:19.8,0.36,-0.883,-0.667,1.164
59:19.8,0.295,-0.897,-0.51,1.073
59:19.8,0.404,-0.745,-0.57,1.021
59:19.8,0.474,-0.738,-0.429,0.976
59:19.8,0.248,-0.954,-0.7,1.209
59:19.9,0.431,-0.864,-0.722,1.206
59:19.9,0.431,-0.864,-0.722,1.206
59:19.9,0.488,-0.864,-0.601,1.16
59:19.9,0.367,-0.593,-0.461,0.836
59:19.9,0.255,-0.657,-0.451,0.837
59:19.9,0.116,-0.669,-0.49,0.837
59:19.9,0.199,-0.621,-0.427,0.779
59:19.9,0.353,-0.753,-0.71,1.093
59:19.9,0.305,-0.723,-0.634,1.009
59:20.0,0.172,-0.82,-0.6,1.031
59:20.0,0.172,-0.82,-0.6,1.031
59:20.0,0.172,-0.82,-0.6,1.031
59:20.0,0.315,-0.902,-0.703,1.186
59:20.0,0.591,-0.856,-0.66,1.232
59:20.0,0.262,-0.76,-0.704,1.069
59:20.0,0.082,-0.863,-0.545,1.024
59:20.0,0.129,-0.84,-0.46,0.966
59:20.0,0.339,-0.773,-0.529,0.996
59:20.0,0.247,-0.804,-0.586,1.025
59:20.1,0.452,-0.923,-0.64,1.211
59:20.1,0.452,-0.923,-0.64,1.211
59:20.1,0.452,-0.923,-0.64,1.211
59:20.1,0.179,-1.063,-0.81,1.348
59:20.1,0.261,-0.908,-0.477,1.058
59:20.1,0.495,-0.712,-0.396,0.953
59:20.1,0.463,-0.637,-0.405,0.886
59:20.1,0.129,-0.783,-0.462,0.918
59:20.1,0.067,-0.947,-0.473,1.061
59:20.1,0.335,-0.829,-0.523,1.036
59:20.2,0.21,-0.703,-0.322,0.801
59:20.2,0.21,-0.703,-0.322,0.801
59:20.2,0.21,-0.703,-0.322,0.801
59:20.2,0.21,-0.703,-0.322,0.801
59:20.2,0.489,-0.81,-0.369,1.016
59:20.2,0.418,-0.934,-0.468,1.125
59:20.2,0.398,-0.976,-0.475,1.156
59:20.2,0.411,-0.988,-0.545,1.201
59:20.2,0.604,-1.042,-0.377,1.262
59:20.2,0.337,-1.029,-0.745,1.314
59:20.3,0.267,-0.776,-0.259,0.861
59:20.3,0.267,-0.776,-0.259,0.861
59:20.3,0.267,-0.776,-0.259,0.861
59:20.3,0.267,-0.776,-0.259,0.861
59:20.3,0.147,-0.798,-0.55,0.98
59:20.3,0.191,-0.795,-0.445,0.931
59:20.3,0.337,-0.843,-0.576,1.075
59:20.3,0.437,-1.041,-0.811,1.39
59:20.3,0.205,-1.138,-0.989,1.522
59:20.3,0.395,-0.942,-0.696,1.236
59:20.4,0.168,-0.532,-0.368,0.668
59:20.4,0.168,-0.532,-0.368,0.668
59:20.4,0.168,-0.532,-0.368,0.668
59:20.4,0.111,-0.768,-0.497,0.921
59:20.4,0.373,-0.805,-0.564,1.051
59:20.4,0.741,-0.85,-0.965,1.484
59:20.4,0.508,-0.729,-0.756,1.167
59:20.4,0.513,-0.558,-0.411,0.862
59:20.4,0.38,-0.454,-0.458,0.749
59:20.4,0.225,-0.392,-0.377,0.589
59:20.5,0.541,-0.659,-0.662,1.079
59:20.5,0.541,-0.659,-0.662,1.079
59:20.5,0.541,-0.659,-0.662,1.079
59:20.5,0.691,-0.611,-0.651,1.129
59:20.5,0.306,-0.715,-0.631,1.002
59:20.5,0.165,-0.91,-0.733,1.18
59:20.5,0.467,-0.971,-0.757,1.317
59:20.5,0.252,-0.979,-0.923,1.369
59:20.5,0.399,-0.804,-0.562,1.059
59:20.5,0.455,-0.63,-0.433,0.89
59:20.6,0.343,-0.759,-0.663,1.065
59:20.6,0.343,-0.759,-0.663,1.065
59:20.6,0.343,-0.759,-0.663,1.065
59:20.6,0.343,-0.759,-0.663,1.065
59:20.6,0.356,-0.772,-0.728,1.119
59:20.6,0.223,-0.705,-0.738,1.045
59:20.6,0.286,-0.756,-0.715,1.079
59:20.6,0.278,-0.703,-0.705,1.034
59:20.6,0.142,-0.851,-0.93,1.269
59:20.6,0.331,-0.913,-0.848,1.289
59:20.6,0.32,-0.915,-0.948,1.356
59:20.7,0.191,-0.543,-0.461,0.737
59:20.7,0.191,-0.543,-0.461,0.737
59:20.7,0.191,-0.543,-0.461,0.737
59:20.7,0.275,-0.596,-0.305,0.724
59:20.7,0.288,-0.454,-0.264,0.599
59:20.7,0.401,-0.449,-0.219,0.641
59:20.7,0.298,-0.576,-0.479,0.806
59:20.7,0.252,-0.827,-0.702,1.114
59:20.7,0.509,-0.843,-0.868,1.313
59:20.7,0.495,-0.83,-0.695,1.19
59:20.8,0.337,-0.575,-0.586,0.887
59:20.8,0.337,-0.575,-0.586,0.887
59:20.8,0.299,-0.529,-0.28,0.669
59:20.8,0.188,-0.903,-0.72,1.17
59:20.8,0.188,-0.903,-0.72,1.17
59:20.8,0.284,-0.989,-0.858,1.34
59:20.8,0.681,-0.843,-0.774,1.332
59:20.8,0.74,-0.538,-0.616,1.103
59:20.8,0.405,-0.478,-0.544,0.83
59:20.9,0.319,-0.698,-0.776,1.091
59:20.9,0.319,-0.698,-0.776,1.091
59:20.9,0.319,-0.698,-0.776,1.091
59:20.9,0.665,-0.508,-0.577,1.016
59:20.9,0.577,-0.341,-0.449,0.807
59:20.9,0.12,-0.469,-0.697,0.849
59:20.9,-0.081,-0.7,-0.548,0.893
59:20.9,0.166,-1.193,-0.88,1.492
59:20.9,0.618,-1.075,-0.969,1.574
59:20.9,0.385,-0.927,-0.884,1.338
59:21.0,0.347,-0.658,-0.389,0.839
59:21.0,0.347,-0.658,-0.389,0.839
59:21.0,0.347,-0.658,-0.389,0.839
59:21.0,0.295,-0.759,-0.156,0.829
59:21.0,0.416,-0.802,-0.321,0.959
59:21.0,0.429,-0.911,-0.589,1.167
59:21.0,0.456,-0.936,-0.489,1.15
59:21.0,0.469,-0.897,-0.626,1.19
59:21.0,0.469,-0.704,-0.335,0.91
59:21.0,0.484,-0.841,-0.434,1.063
59:21.1,0.165,-0.821,-0.499,0.975
59:21.1,0.165,-0.821,-0.499,0.975
59:21.1,0.165,-0.821,-0.499,0.975
59:21.1,0.373,-0.949,-0.237,1.047
59:21.1,0.38,-0.73,-0.258,0.862
59:21.1,0.276,-0.848,-0.403,0.979
59:21.1,0.129,-0.849,-0.324,0.918
59:21.1,0.44,-0.924,-0.588,1.18
59:21.1,0.471,-0.901,-0.757,1.268
59:21.1,0.289,-0.823,-0.646,1.085
59:21.2,0.012,-0.68,-0.599,0.906
59:21.2,0.012,-0.68,-0.599,0.906
59:21.2,0.012,-0.68,-0.599,0.906
59:21.2,0.012,-0.68,-0.599,0.906
59:21.2,-0.065,-0.757,-0.786,1.093
59:21.2,0.309,-0.827,-0.842,1.22
59:21.2,0.589,-0.663,-0.775,1.178
59:21.2,0.414,-0.61,-0.658,0.988
59:21.2,0.173,-0.858,-0.745,1.149
59:21.2,-0.087,-0.833,-0.667,1.071
59:21.3,0.316,-0.884,-0.664,1.15
59:21.3,0.316,-0.884,-0.664,1.15
59:21.3,0.316,-0.884,-0.664,1.15
59:21.3,0.316,-0.884,-0.664,1.15
59:21.3,0.189,-0.886,-0.625,1.101
59:21.3,0.394,-0.726,-0.302,0.879
59:21.3,0.476,-0.539,-0.506,0.879
59:21.3,0.195,-0.516,-0.471,0.725
59:21.3,0.192,-0.46,-0.408,0.644
59:21.3,0.376,-0.6,-0.508,0.871
59:21.4,0.542,-0.772,-0.744,1.201
59:21.4,0.542,-0.772,-0.744,1.201
59:21.4,0.542,-0.772,-0.744,1.201
59:21.4,0.542,-0.772,-0.744,1.201
59:21.4,0.239,-0.671,-0.479,0.858
59:21.4,0.505,-0.741,-0.108,0.903
59:21.4,0.434,-0.68,-0.389,0.896
59:21.4,0.425,-0.737,-0.283,0.897
59:21.4,0.372,-0.816,-0.456,1.006
59:21.4,0.432,-0.664,-0.38,0.879
59:21.5,0.443,-1.086,-0.831,1.437
59:21.5,0.443,-1.086,-0.831,1.437
59:21.5,0.443,-1.086,-0.831,1.437
59:21.5,0.628,-0.827,-0.619,1.209
59:21.5,0.522,-0.422,-0.336,0.751
59:21.5,0.241,-0.274,-0.082,0.374
59:21.5,0.116,-0.367,-0.138,0.409
59:21.5,-0.071,-0.725,-0.77,1.06
59:21.5,-0.125,-1.183,-0.931,1.511
59:21.5,0.362,-1.526,-0.873,1.795
59:21.6,0.313,-0.451,-0.441,0.704
59:21.6,0.313,-0.451,-0.441,0.704
59:21.6,0.313,-0.451,-0.441,0.704
59:21.6,0.313,-0.451,-0.441,0.704
59:21.6,0.254,-1.038,-1.044,1.494
59:21.6,0.521,-0.973,-0.638,1.275
59:21.6,0.802,-0.783,-1.171,1.621
59:21.6,0.636,-0.838,-0.783,1.311
59:21.6,0.321,-0.404,-0.42,0.665
59:21.6,0.239,-0.287,-0.332,0.5
59:21.7,0.162,-0.474,-0.485,0.697
59:21.7,0.583,-0.881,-0.983,1.443
59:21.7,0.583,-0.881,-0.983,1.443
59:21.7,0.68,-0.578,-0.59,1.07
59:21.7,0.542,-0.254,-0.468,0.76
59:21.7,0.261,-0.342,-0.455,0.626
59:21.7,0.144,-0.881,-0.823,1.214
59:21.7,0.185,-1.148,-1.123,1.617
59:21.7,0.515,-1.261,-1.009,1.695
59:21.7,0.713,-1.06,-1.085,1.676
59:21.8,0.601,-0.702,-0.621,1.113
59:21.8,0.111,-0.403,-0.131,0.438
59:21.8,0.111,-0.403,-0.131,0.438
59:21.8,0.124,-0.541,-0.201,0.59
59:21.8,0.194,-0.718,-0.386,0.838
59:21.8,0.248,-0.852,-0.644,1.096
59:21.8,0.438,-1.085,-0.955,1.51
59:21.8,0.464,-1.013,-0.84,1.395
59:21.8,0.455,-0.809,-0.734,1.183
59:21.8,0.225,-0.639,-0.689,0.966
59:21.9,0.028,-0.406,-0.244,0.475
59:21.9,0.158,-0.819,-0.726,1.106
59:21.9,0.158,-0.819,-0.726,1.106
59:21.9,0.072,-1.012,-0.884,1.346
59:21.9,0.269,-1.097,-1.046,1.539
59:21.9,0.548,-1.014,-0.781,1.392
59:21.9,0.537,-0.597,-0.465,0.928
59:21.9,0.387,-0.31,0.005,0.496
59:21.9,0.167,-0.29,0.033,0.336
59:21.9,0.122,-0.647,-0.453,0.799
59:22.0,0.17,-1.17,-1.173,1.665
59:22.0,0.651,-1.018,-0.807,1.453
59:22.0,0.651,-1.018,-0.807,1.453
59:22.0,0.598,-0.598,-0.347,0.914
59:22.0,0.349,-0.423,-0.109,0.559
59:22.0,0.058,-0.614,-0.397,0.733
59:22.0,0.109,-0.873,-0.412,0.971
59:22.0,0.293,-1.046,-0.941,1.437
59:22.0,0.633,-1.075,-0.723,1.442
59:22.0,0.635,-0.79,-0.674,1.217
59:22.1,0.276,-0.72,-0.449,0.892
59:22.1,0.322,-0.599,-0.172,0.701
59:22.1,0.322,-0.599,-0.172,0.701
59:22.1,0.239,-0.721,-0.458,0.887
59:22.1,0.227,-0.814,-0.41,0.939
59:22.1,0.521,-0.923,-0.476,1.162
59:22.1,0.377,-0.824,-0.594,1.083
59:22.1,0.259,-0.745,-0.114,0.797
59:22.1,0.165,-0.627,-0.177,0.672
59:22.1,0.177,-0.627,-0.118,0.662
59:22.2,0.979,-1.171,-0.784,1.716
59:22.2,0.979,-1.171,-0.784,1.716
59:22.2,0.979,-1.171,-0.784,1.716
59:22.2,0.979,-1.171,-0.784,1.716
59:22.2,0.902,-0.702,-0.159,1.154
59:22.2,0.515,-0.348,0.286,0.684
59:22.2,0.143,-0.319,-0.176,0.391
59:22.2,-0.074,-0.262,-0.217,0.348
59:22.2,-0.128,-0.324,-0.117,0.367
59:22.2,-0.075,-0.562,-0.05,0.569
59:22.3,0.299,-1.28,-0.275,1.343
59:22.3,0.384,-0.975,-0.9,1.381
59:22.3,0.384,-0.975,-0.9,1.381
59:22.3,0.525,-0.943,-0.36,1.138
59:22.3,0.522,-0.526,-0.67,0.999
59:22.3,0.51,-0.407,-0.315,0.725
59:22.3,0.302,-0.428,-0.569,0.773
59:22.3,0.22,-0.74,-0.803,1.114
59:22.3,0.266,-0.894,-0.977,1.351
59:22.3,0.56,-0.852,-1.007,1.433
59:22.4,0.172,-0.501,-0.366,0.644
59:22.4,0.172,-0.501,-0.366,0.644
59:22.4,0.172,-0.501,-0.366,0.644
59:22.4,0.14,-0.474,-0.122,0.509
59:22.4,0.258,-0.605,-0.16,0.677
59:22.4,0.113,-1.211,-0.855,1.487
59:22.4,0.039,-1.441,-0.674,1.591
59:22.4,0.065,-1.366,-0.596,1.492
59:22.4,0.079,-1.015,-0.66,1.213
59:22.5,0.204,-0.972,-0.009,0.993
59:22.5,0.223,-0.836,-0.012,0.865
59:22.5,0.233,-0.922,-0.432,1.045
59:22.5,0.233,-0.922,-0.432,1.045
59:22.5,0.394,-0.951,-0.385,1.099
59:22.5,0.381,-0.868,-0.453,1.051
59:22.5,0.289,-0.905,-0.807,1.247
59:22.5,0.374,-0.672,-0.482,0.908
59:22.5,0.548,-0.499,-0.6,0.954
59:22.5,0.486,-0.232,-0.442,0.697
59:22.6,0.292,-0.581,-0.713,0.965
59:22.6,0.729,-0.689,-0.971,1.396
59:22.6,0.729,-0.689,-0.971,1.396
59:22.6,0.729,-0.689,-0.971,1.396
59:22.6,0.5,-0.599,-0.653,1.017
59:22.6,0.334,-0.5,-0.51,0.788
59:22.6,0.225,-0.497,-0.648,0.847
59:22.6,0.311,-0.597,-0.455,0.812
59:22.6,0.491,-0.583,-0.746,1.067
59:22.6,0.386,-0.649,-0.735,1.054
59:22.7,0.381,-0.648,-0.777,1.081
59:22.7,0.302,-0.48,-0.657,0.868
59:22.7,0.302,-0.48,-0.657,0.868
59:22.7,0.302,-0.48,-0.657,0.868
59:22.7,0.409,-0.488,-0.64,0.903
59:22.7,0.269,-0.479,-0.63,0.836
59:22.7,0.348,-0.504,-0.602,0.859
59:22.7,0.297,-0.651,-0.73,1.022
59:22.7,0.428,-0.907,-0.727,1.239
59:22.7,0.407,-1.01,-0.889,1.406
59:22.8,0.484,-1.069,-0.855,1.452
59:22.8,0.33,-0.966,-0.873,1.343
59:22.8,0.364,-0.251,-0.207,0.488
59:22.8,0.364,-0.251,-0.207,0.488
59:22.8,0.364,-0.251,-0.207,0.488
59:22.8,0.251,-0.309,-0.117,0.415
59:22.8,0.109,-0.272,-0.118,0.316
59:22.8,0.076,-0.137,-0.273,0.315
59:22.8,0.132,-0.16,-0.408,0.458
59:22.8,0.116,-0.476,-0.709,0.862
59:22.9,0.263,-0.916,-0.758,1.218
59:22.9,0.521,-0.903,-0.617,1.211
59:22.9,0.407,-1.299,-1.12,1.763
59:22.9,0.407,-1.299,-1.12,1.763
59:22.9,0.324,-2.033,-1.516,2.557
59:22.9,0.482,-2.548,-1.814,3.165
59:22.9,0.714,-1.972,-1.533,2.598
59:22.9,0.828,-1.328,-0.437,1.625
59:22.9,0.808,-0.727,-0.164,1.099
59:22.9,0.394,-0.368,0.13,0.555
59:23.0,0.201,-0.347,-0.066,0.406
59:23.0,0.07,-0.196,-0.137,0.249
59:23.0,-0.108,-0.126,-0.57,0.594
59:23.0,-0.099,-0.312,-0.519,0.614
59:23.0,-0.099,-0.312,-0.519,0.614
59:23.0,-0.414,-1.386,-0.952,1.732
59:23.0,-0.414,-1.386,-0.952,1.732
59:23.0,-0.216,-1.706,-2.014,2.648
59:23.0,-0.007,-0.831,-0.03,0.832
59:23.0,0.108,-0.459,-0.471,0.666
59:23.1,0.308,-0.395,0.074,0.506
59:23.1,0.685,-0.813,0.06,1.065
59:23.1,0.685,-0.813,0.06,1.065
59:23.1,0.685,-0.813,0.06,1.065
59:23.1,0.465,-0.621,-1.383,1.586
59:23.1,0.607,-0.588,-1.371,1.611
59:23.1,1.053,-0.842,0.07,1.35
59:23.1,0.758,-0.592,-0.501,1.084
59:23.1,0.094,-0.634,-1.415,1.553
59:23.1,-0.187,-0.951,-1.149,1.503
59:23.2,-0.147,-1,-0.174,1.026
59:23.2,-0.038,-0.975,-0.766,1.24
59:23.2,-0.038,-0.975,-0.766,1.24
59:23.2,-0.038,-0.975,-0.766,1.24
59:23.2,0.221,-0.913,-0.743,1.198
59:23.2,0.183,-0.789,-0.533,0.97
59:23.2,0.217,-0.811,-0.184,0.859
59:23.2,0.329,-0.756,-0.409,0.92
59:23.2,0.562,-0.926,-0.57,1.224
59:23.2,0.727,-0.979,-0.753,1.433
59:23.3,0.635,-0.749,-0.421,1.068
59:23.3,0.225,-0.409,-0.131,0.485
59:23.3,0.225,-0.409,-0.131,0.485
59:23.3,0.225,-0.409,-0.131,0.485
59:23.3,0.383,-0.691,-0.261,0.832
59:23.3,0.63,-0.754,-0.348,1.042
59:23.3,0.716,-0.726,-0.361,1.082
59:23.3,0.697,-0.766,-0.504,1.152
59:23.3,0.519,-0.873,-0.694,1.23
59:23.3,0.339,-0.948,-0.465,1.109
59:23.4,0.375,-0.742,-0.517,0.979
59:23.4,0.226,-0.898,-0.82,1.237
